	A567T11	A567T12	A567T15	A567T16
DPPA2P2	0	0	0	0
RPS6KA1	12025	11987	12957	8752
MIR1976	0	0	0	0
RN7SL679P	0	0	0	0
RP11-492M19.3	0	0	0	0
RP4-785J1.1	0	0	0	0
RP5-968P14.2	57	42	76	67
ARID1A	6625	5809	5403	6809
RN7SL501P	1	2	1	2
PIGV	1552	1591	1578	1608
RN7SL165P	1	1	3	0
ZDHHC18	3604	3992	3572	2908
SFN	50516	61420	94269	53735
RP1-50O24.6	0	0	0	0
GPN2	3520	3138	3236	2741
GPATCH3	1141	1249	1062	868
NUDC	21961	25152	18564	11308
NR0B2	7	3	5	5
C1orf172	1542	1649	1416	882
RP11-344H11.4	0	2	0	2
RP11-344H11.5	1	0	1	0
OSTCP2	1	3	1	1
TRNP1	3592	3374	3125	2561
FAM46B	1639	1523	1424	1639
SLC9A1	6303	6007	9105	6768
RP11-40H20.5	0	0	0	0
CHCHD3P3	2	1	2	0
NPM1P39	8	25	17	9
SNRPEP7	0	0	0	0
RP11-40H20.4	0	0	0	0
WDTC1	2640	2336	2307	2849
RP11-4K3__A.3	0	2	1	1
TMEM222	2458	2658	2559	2114
RNU6-48P	2	2	7	5
RP11-4K3__A.5	19	15	15	26
SYTL1	2491	2114	1774	1291
MAP3K6	2497	2478	2543	2622
FCN3	12	7	13	13
CD164L2	5	2	7	7
RP1-144C9.2	0	1	1	0
GPR3	358	340	247	315
WASF2	12296	10692	11984	13821
RP4-752I6.1	0	1	0	2
RP1-159A19.4	26	26	11	24
AHDC1	3491	2686	2289	2066
FGR	0	0	4	15
RP1-159A19.3	11	15	25	4
RP11-288L9.1	2	0	2	0
IFI6	323	283	624	488
RP11-288L9.4	3	2	8	5
RNU6-949P	0	0	0	0
CHMP1AP1	0	0	0	0
RNU6-424P	0	0	0	0
FAM76A	537	422	674	640
RP3-426I6.2	4	9	14	10
RPEP3	0	0	0	0
STX12	1674	1466	2224	2498
RP3-426I6.5	2	4	5	2
RP3-426I6.6	1	2	4	5
RNU6-1245P	0	0	0	0
PPP1R8	4741	4240	4145	4058
SCARNA1	1	3	1	10
AL109927.1	0	0	0	0
THEMIS2	470	472	515	531
RPA2	5540	5627	5095	4129
SMPDL3B	1406	1568	1011	508
RP11-460I13.2	4	0	4	1
XKR8	870	935	821	609
EYA3	3317	3033	3077	2745
RP11-460I13.6	14	5	6	20
RN7SL559P	0	2	5	13
SPCS2P4	33	34	72	59
RP5-1053E7.2	0	0	0	0
RP5-1053E7.3	0	0	0	0
RNU6-176P	0	0	0	0
RNU7-29P	0	1	0	0
PTAFR	1919	1753	3131	1784
DNAJC8	9194	9675	9400	7999
AL353354.1	16	21	39	12
AL353354.2	0	0	0	0
ATPIF1	8428	8555	7908	5403
RP5-1092A3.4	43	34	34	34
RP5-1092A3.5	0	2	0	0
SESN2	1201	1154	1412	1457
MED18	1321	1369	1361	1020
PHACTR4	3329	2928	3089	3500
RP1-308E4.1	0	0	0	2
RNU6ATAC27P	0	2	0	2
RCC1	16271	16116	10552	7727
SNHG3	9156	8966	7477	4593
SNORA73B	357	304	300	116
PRDX3P2	13	5	9	5
TRNAU1AP	2179	2442	2803	2314
SNHG12	4200	3857	2358	1553
SNORD99	129	96	73	41
TAF12	2301	2570	2250	1809
RAB42	52	62	94	130
RP11-442N24__B.1	35	39	24	7
RNU11	2	6	3	0
GMEB1	1750	1701	1771	1532
SCARNA24	7	5	3	3
YTHDF2	6799	5725	6205	6089
OPRD1	0	0	2	0
RP1-212P9.2	1	0	2	1
RP1-212P9.3	1	1	0	0
EPB41	3305	2867	3069	3222
RP4-604A21.1	1	2	4	3
TMEM200B	229	206	213	304
RP11-242O24.3	0	1	2	0
SRSF4	11958	11717	11044	9783
RP11-242O24.5	8	3	15	19
MECR	2051	2309	1775	1363
RP11-467D18.2	12	8	8	9
PTPRU	4739	4216	2832	3224
AL645859.1	1	0	0	2
RP3-437I16.1	0	0	1	0
AL139151.1	0	0	0	0
RP11-810H18.1	0	0	0	0
AC092265.1	0	0	0	0
RP4-656G21.1	2	1	3	4
AL645944.1	0	0	0	0
RP11-179G8.1	0	0	0	0
RP11-111I12.1	0	0	0	0
RP5-893G23.1	0	0	0	0
RP3-357I16.1	0	0	0	0
RP4-591L5.1	0	0	0	0
RP4-591L5.2	0	0	0	0
MATN1	14	8	5	6
MATN1-AS1	72	69	55	112
LAPTM5	152	178	270	1036
MIR4420	0	0	0	1
RP5-1125N11.1	0	0	0	0
RP1-65J11.1	1	0	1	11
RN7SKP91	0	0	0	0
RP1-65J11.5	0	0	0	0
SDC3	319	229	593	2841
PUM1	5782	4683	5616	7742
SNORD103A	3	0	0	10
SNORD103B	7	7	3	6
SNORD85	1	0	0	5
RP11-201O14.1	0	0	1	1
RP11-201O14.2	0	0	0	0
SEPW1P	0	0	0	0
RP11-490K7.1	0	0	0	0
NKAIN1	5	7	2	3
SNRNP40	6423	6722	5673	4297
RP11-490K7.4	13	13	18	24
ZCCHC17	3779	4239	3612	2950
RP11-266K22.2	2	2	1	1
FABP3	43	29	28	38
SERINC2	31002	31400	29327	15877
AC114494.1	60	22	26	30
RP11-439L8.2	0	0	0	0
RNU6-40P	0	0	0	0
RP11-439L8.3	0	0	0	0
RP11-439L8.4	0	0	0	0
RP11-73M7.1	62	51	34	23
TINAGL1	33216	29914	24047	12488
HCRTR1	6	3	2	7
PEF1	5524	6075	5273	3881
RP11-73M7.6	86	74	92	109
RP11-73M7.9	0	1	0	3
COL16A1	9013	8551	11884	10426
BAI2	490	415	467	924
MIR4254	0	0	1	0
RP11-84A19.3	9	11	10	22
SPOCD1	1350	1275	1632	2626
RP11-84A19.2	0	0	0	0
RP11-84A19.4	5	10	10	15
PTP4A2	14692	14330	13736	14061
AL136115.1	23	15	22	53
RP4-534N18.2	1	1	2	6
KHDRBS1	17652	15670	18466	18354
RP11-277A4.4	1	3	3	18
TMEM39B	1705	1877	1690	1410
MIR5585	0	1	0	0
KPNA6	8729	8043	8711	8208
RP4-622L5.2	0	0	0	0
TXLNA	7570	7455	8204	7008
CCDC28B	455	600	577	522
RP4-622L5.7	24	12	21	22
IQCC	500	529	426	361
DCDC2B	9	5	6	13
TMEM234	782	690	927	728
EIF3I	27437	29459	24790	17150
MTMR9LP	274	201	458	524
FAM167B	72	35	118	82
LCK	167	200	486	426
HDAC1	13468	13689	16141	13810
MARCKSL1	2262	2404	1036	1255
RP4-811H24.9	5	2	0	3
TSSK3	11	11	6	19
FAM229A	181	107	153	126
BSDC1	3373	3016	3668	3609
GAPDHP20	0	0	0	0
RP11-395N6.4	0	0	0	0
LRRC37A12P	0	0	3	0
RN7SL122P	0	0	0	0
RP1-27O5.3	0	0	0	0
ZBTB8B	7	5	11	15
ZBTB8A	331	277	404	447
ZBTB8OS	2438	2552	2206	1708
RBBP4	9985	8598	8248	9334
SYNC	58	46	207	489
RP11-114B7.6	0	2	6	10
KIAA1522	11418	10159	11805	9754
YARS	17087	17140	16864	14124
S100PBP	2429	1976	2499	3105
FNDC5	21	12	28	25
HPCA	9	11	12	5
TMEM54	3056	2722	3807	2301
AL031602.1	2	0	1	0
RNF19B	3010	2848	3556	3541
FKSG48	1	1	1	1
RP4-803A2.1	5	3	2	9
RP4-803A2.2	5	2	4	5
RP1-117O3.2	4	1	0	3
AK2	22409	23285	18358	14463
ADC	246	212	177	233
TRIM62	566	525	441	531
ZNF362	419	348	333	445
RP11-415J8.7	6	6	5	5
AL513327.1	0	0	0	0
A3GALT2	1	2	3	5
RP11-415J8.3	100	79	99	104
PHC2	11724	12513	11385	10947
MIR3605	13	12	16	16
RN7SKP16	34	18	39	60
RP11-415J8.5	8	5	5	10
AL138837.1	0	0	0	0
TLR12P	0	0	1	0
ZSCAN20	521	379	388	467
RP4-580O19.2	1	1	2	0
CSMD2	3	3	1	1
HSPD1P14	0	0	0	0
HMGB4	0	0	0	0
RP5-1007G16.1	0	0	0	0
RNA5SP42	0	0	0	0
C1orf94	0	0	0	0
AC115286.1	0	0	0	0
RP4-657M3.2	0	0	0	0
MIR552	0	0	0	0
SMIM12	3637	3985	3582	2842
GJB5	2517	2614	3789	2596
GJB4	626	627	574	377
RP1-34M23.5	0	0	0	0
AL121988.1	0	0	0	0
GJB3	9070	9147	11021	6811
GJA4	1	3	6	2
RP5-997D16.2	73	67	83	105
DLGAP3	18	8	4	9
SNORD112	9	2	8	11
RP11-244H3.1	87	59	113	151
ZMYM6	1138	874	1296	1588
ZMYM6NB	34	32	44	70
RP11-248I9.2	0	0	0	0
ZMYM1	1229	757	1347	2019
EFCAB14P1	0	0	1	0
SFPQ	31978	24751	25654	25211
RN7SL136P	0	0	0	0
ZMYM4	4091	3166	4347	5794
RN7SL503P	0	0	0	2
SNORA62	2	2	7	3
RPL5P4	18	23	2	6
ZMYM4-AS1	2	3	1	0
RNY5P1	1	1	0	1
KIAA0319L	3049	2843	3717	4573
RP4-728D4.3	0	0	0	1
NCDN	2724	2512	2314	2184
RP4-728D4.2	8	8	9	4
TFAP2E	47	50	37	38
PSMB2	20621	23538	23482	17260
RN7SL281P	0	0	0	0
C1orf216	2185	1879	1898	1632
CLSPN	3238	2518	3354	4368
RP11-435D7.3	0	2	2	5
AGO4	1085	829	1357	1916
AGO1	3477	3273	3186	3276
RP4-789D17.4	0	0	0	0
RP4-789D17.5	13	19	17	22
AGO3	1695	1284	1647	2267
RP4-665N4.8	12	9	11	12
RP4-665N4.4	0	1	0	0
TEKT2	2	4	4	1
ADPRHL2	2919	2817	2836	1910
COL8A2	26	16	49	41
TRAPPC3	7056	7244	7488	4882
MAP7D1	21875	20451	25958	18738
RN7SL131P	0	0	0	0
THRAP3	16047	15016	16594	18529
UBE2V2P4	0	0	0	0
SH3D21	1627	1278	1246	2127
EVA1B	246	164	184	231
RP11-268J15.5	647	566	593	874
STK40	3087	2863	2292	1782
LSM10	2429	2915	2043	1216
RNU4-27P	0	0	0	0
OSCP1	342	376	364	417
SNORA63	4	1	0	1
MRPS15	9645	10339	8017	5154
CSF3R	0	0	0	2
FTLP18	0	0	0	0
RP4-614N24.1	0	0	0	0
GRIK3	2	1	0	2
MIR4255	0	0	0	0
RNU6-636P	0	0	0	0
RP5-1180C18.1	0	0	0	0
RNA5SP43	0	0	0	0
RPS29P6	0	0	0	0
RP11-422J8.1	299	348	506	341
ZC3H12A	7953	7875	8719	9412
MEAF6	2918	2881	3229	2880
MIR5581	5	1	4	11
SNIP1	1491	1318	1488	1471
FTH1P1	4	2	0	6
RP3-423B22.5	0	2	0	0
DNALI1	20	16	28	26
GNL2	9801	10230	8620	6382
RSPO1	1	0	1	4
C1orf109	1997	1578	1383	1452
CDCA8	6253	6036	6365	6359
EPHA10	12	7	0	1
ACTN4P2	1	0	0	0
RP11-109P14.2	0	0	0	0
MANEAL	591	501	185	238
RP11-109P14.9	0	0	0	0
YRDC	2168	2152	1362	1222
C1orf122	2211	1872	1755	1020
MTF1	1801	1626	1697	1881
AL929472.1	0	0	0	0
RP11-109P14.8	1	0	0	1
RP11-109P14.10	0	0	0	0
INPP5B	1016	951	949	911
RNU6-584P	0	0	0	0
SF3A3	13762	14645	12619	10190
RNU6-510P	6	7	3	12
FHL3	1752	1898	1790	1660
UTP11L	5194	5484	4685	3866
POU3F1	2	1	1	0
RP5-884C9.2	2	0	1	4
RP5-884C9.3	0	0	0	0
MIR3659	0	0	0	1
RP11-214L19.1	0	0	0	0
RNU6-753P	0	0	0	0
RP11-329N22.1	0	0	0	0
RP11-334L9.1	3	2	6	2
RRAGC	2067	1754	3091	3092
RP5-864K19.4	14	10	11	35
MYCBP	2415	2236	2333	1682
GJA9	0	1	3	0
RHBDL2	496	422	603	602
RNU6-605P	0	0	0	1
RP11-781D11.1	0	0	0	0
AKIRIN1	4660	3642	4380	4464
NDUFS5	11458	13867	10967	7686
MACF1	14357	12763	19591	24823
RNU6-608P	0	0	0	0
RNA5SP44	0	0	0	0
RP11-416A14.1	0	0	0	1
RP11-420K8.1	1	0	1	4
RP11-420K8.2	0	0	0	0
KIAA0754	447	302	305	730
BMP8A	10	6	6	8
OXCT2P1	6	7	17	20
RP11-69E11.4	43	57	33	31
PPIEL	6	6	7	8
PABPC4	22113	20508	17210	15524
RP11-69E11.8	35	18	23	28
SNORA55	30	18	22	61
HEYL	1	1	0	2
RP1-144F13.3	0	0	0	0
NT5C1A	0	1	0	5
HPCAL4	28	31	133	150
PPIE	4825	5290	4705	3446
RP1-144F13.4	0	0	0	1
RNU7-121P	0	0	0	0
BMP8B	64	52	62	134
OXCT2	9	9	11	17
RP1-118J21.25	12	20	16	8
RP1-118J21.24	0	0	0	0
TRIT1	2896	2738	2567	2424
MYCL	465	421	446	289
RP1-118J21.5	2	6	1	0
MFSD2A	2667	2830	3149	2375
RP3-342P20.2	64	43	66	88
CAP1	40743	40275	59129	56573
PPT1	13604	13533	12052	9998
RP11-115D7.3	0	0	0	0
RLF	2387	1786	2202	3312
RNU6-1237P	0	0	0	0
TMCO2	0	3	2	4
RP1-39G22.7	303	288	297	306
ZMPSTE24	4459	3583	4379	4626
RP1-39G22.4	0	0	1	2
COL9A2	32	38	90	228
RP1-228H13.1	0	0	3	0
SMAP2	2948	2660	2753	2871
RP1-228H13.2	0	0	0	0
ZFP69B	196	158	275	318
RP1-228H13.5	137	117	204	205
ZFP69	443	412	443	404
RP11-656D10.3	49	45	51	47
EXO5	594	580	854	800
RP11-656D10.5	1	0	2	1
RP11-656D10.6	38	41	23	20
ZNF684	263	215	293	284
RP1-63P18.2	0	0	0	0
GTF2F2P2	0	1	0	0
RIMS3	656	523	1141	1044
RP4-739H11.3	3	2	1	2
RP4-739H11.4	88	52	66	106
NFYC	2850	2985	2586	2265
MIR30E	0	0	0	0
MIR30C1	0	0	0	1
KCNQ4	27	24	1	19
RN7SL326P	0	0	0	0
CITED4	2408	1809	1826	1124
RP5-1066H13.4	1	2	4	0
RP11-348A7.1	0	0	0	0
UBE2V1P8	0	0	0	0
CTPS1	13929	12927	9836	7798
SLFNL1	156	140	83	108
SCMH1	2362	2306	2691	2537
RP4-635E8.1	0	0	1	2
RP11-399E6.1	6	0	2	3
RP11-399E6.2	0	0	0	0
FOXO6	17	14	15	17
RP11-399E6.4	0	4	6	1
RNA5SP45	0	0	0	0
EDN2	132	110	79	180
HIVEP3	743	692	791	904
RP11-486B10.3	0	0	0	1
RP11-486B10.4	123	104	122	103
AL451006.1	0	0	0	2
HNRNPFP1	0	0	0	0
RP11-319C21.1	0	0	0	0
GUCA2B	0	0	0	0
GUCA2A	0	0	0	0
FOXJ3	4471	3702	4584	6277
RP11-223A3.1	13	16	18	10
RIMKLA	3	3	3	11
RP11-157D18.2	0	0	0	0
ZMYND12	7	8	5	11
PPCS	2791	2684	3167	2705
CCDC30	48	48	35	85
RP11-163G10.2	0	0	0	0
TMSB4XP1	2	2	0	2
RNU6-536P	0	0	0	0
RP11-163G10.4	0	0	0	0
PPIH	4360	4882	4009	2953
RP5-994D16.3	23	13	11	9
YBX1	79718	78651	66693	58738
CLDN19	1	0	0	1
LEPRE1	1843	1898	2820	3752
C1orf50	481	400	464	406
RP5-994D16.9	40	19	40	44
CCDC23	883	976	885	735
ERMAP	480	401	559	759
RP11-342M1.3	186	168	87	83
ZNF691	743	729	515	418
RP11-342M1.7	0	0	1	0
RP11-342M1.6	0	1	0	1
ATP6V1E1P1	1	0	0	2
SLC2A1	18607	16935	17511	20088
SLC2A1-AS1	42	42	41	60
RNU6-880P	0	0	0	0
RNU6-870P	0	0	0	0
FAM183A	30	32	20	18
EBNA1BP2	18398	20521	13802	7883
WDR65	51	23	40	38
RNA5SP46	0	1	0	0
TMEM125	722	676	332	96
C1orf210	425	541	406	200
TIE1	5	3	6	21
MPL	14	4	6	6
RP1-92O14.3	177	187	224	138
CDC20	31618	32170	28155	19330
ELOVL1	8157	8434	7601	5664
MED8	3061	3310	3149	2693
RP1-92O14.6	83	78	78	67
SZT2	2596	2071	2537	3188
SZT2-AS1	3	7	3	1
HYI	1201	827	840	644
HYI-AS1	22	28	18	18
PTPRF	31082	27464	32234	26041
KDM4A	2803	2527	2737	3271
KDM4A-AS1	148	191	223	141
ST3GAL3	750	688	1163	1045
RP11-184I16.4	1	1	3	3
RNU6-1058P	0	0	0	0
RP11-184I16.3	0	0	0	0
SHMT1P1	0	0	1	1
ARTN	4236	3545	3317	1706
RP11-7O11.3	35	54	63	53
IPO13	4394	4347	4442	3395
DPH2	4307	4329	2603	1829
ATP6V0B	9916	10258	6935	3980
B4GALT2	7057	7572	7153	4309
CCDC24	1440	1447	1425	823
SLC6A9	1428	1448	1563	1523
RP5-1198O20.4	27	28	82	83
RP5-1198O20.5	0	0	3	0
KRT8P47	0	0	0	0
RN7SL479P	0	0	0	0
KLF17	7	8	9	20
RP11-570P14.1	7	6	8	5
RP4-675G8.2	1	0	0	0
RP4-675G8.3	0	0	0	0
RP4-675G8.4	0	0	0	0
RP5-891H21.1	0	0	0	0
RP5-891H21.5	0	0	0	0
DMAP1	2642	2607	2626	2344
ERI3	4829	5202	4166	3631
ERI3-IT1	6	3	4	11
AL390776.1	0	0	0	0
RNU6-369P	0	0	0	0
RNF220	4210	4137	4036	3648
MIR5584	0	0	0	0
TMEM53	320	337	296	294
C1orf228	25	13	8	14
RNU5F-1	0	1	0	6
RNU5D-1	1	2	2	2
KIF2C	10325	10318	9233	9363
RP11-269F19.2	35	25	28	61
RPS8	86788	113432	86961	59584
SNORD55	0	0	0	0
SNORD46	78	63	46	50
SNORD38A	5	11	9	2
SNORD38B	0	0	0	0
RPS15AP11	10	4	3	3
BEST4	120	108	184	105
PLK3	1768	1712	1513	2086
TCTEX1D4	51	28	23	68
BTBD19	314	209	177	376
PTCH2	25	12	11	41
RNU5E-6P	0	0	0	0
RP5-882O7.1	0	0	1	0
EIF2B3	3515	3671	2794	1889
AL136380.1	0	0	0	0
RNA5SP47	0	0	0	0
CCNB1IP1P1	1	0	0	0
RP5-882O7.4	1	1	0	0
MRPS17P1	1	2	0	1
HECTD3	3203	2788	3323	3066
UROD	5968	6567	5350	4240
ZSWIM5	1	10	7	18
AL359473.1	0	0	0	0
OSTCP5	0	0	0	0
AL592294.1	0	0	0	0
HPDL	61	52	4	15
MUTYH	1381	1344	1241	871
TOE1	1687	1767	1362	1113
TESK2	353	271	280	392
RP11-291L19.1	0	0	0	0
CCDC163P	224	178	180	205
MMACHC	1037	998	755	635
PRDX1	53360	61803	51673	40893
HMGB1P48	0	0	0	0
AKR1A1	6788	6862	5675	3974
NASP	26405	27658	25220	20748
CCDC17	90	77	83	102
GPBP1L1	7091	6367	6649	6786
RPS15AP10	8	3	7	12
RP11-767N6.2	9	22	12	24
TMEM69	4800	4405	3810	3296
IPP	665	540	709	937
RP11-767N6.7	62	68	73	78
RP11-630I5.1	0	0	0	0
MAST2	5491	5202	5377	5256
TMA16P2	0	0	0	0
PIK3R3	1289	1219	822	901
RP4-533D7.4	2	1	1	1
RP4-533D7.3	0	0	0	0
RP4-533D7.5	2	6	4	5
TSPAN1	10456	11141	9726	4008
RP11-322N21.2	0	0	0	0
POMGNT1	6133	5952	6944	5333
LURAP1	267	267	316	276
RAD54L	4024	3780	2986	2803
LRRC41	4709	4494	4595	4876
UQCRH	17685	19710	14759	10642
NSUN4	1769	1663	1526	1384
RP4-603I14.3	1	0	0	0
FAAH	420	447	483	315
RP5-1109J22.1	30	30	64	56
RP5-1109J22.2	2	2	1	1
LINC00505	2	0	4	2
DMBX1	16	9	10	10
MKNK1-AS1	38	22	36	35
KNCN	0	0	0	0
MKNK1	2844	2621	3114	2898
MOB3C	1088	1057	1299	1194
ATPAF1	3924	3699	2910	2683
EFCAB14	6847	5694	7455	8386
RP11-8J9.1	5	1	2	1
TEX38	5	1	4	9
EFCAB14-AS1	12	4	9	25
RP11-8J9.5	0	0	0	0
CYP4B1	17	14	11	4
CYP4Z2P	0	0	0	0
RP11-346M5.1	0	0	0	0
CYP4A11	0	0	0	0
CYP4X1	65	55	49	60
RP11-346M5.6	0	0	0	0
RP11-346M5.5	0	0	0	0
RP11-346M5.4	0	0	0	0
RP11-346M5.3	0	0	0	0
CYP4Z1	4	1	6	5
RP11-184J23.2	1	0	0	0
CYP4A22-AS1	37	26	39	47
CYP4A22	0	3	5	2
MTND1P34	0	0	0	0
LINC00853	27	30	31	24
PDZK1IP1	811	913	1644	483
TAL1	14	13	8	8
RP1-18D14.7	0	0	0	0
STIL	3849	3285	4125	5081
CMPK1	8124	6239	8708	9520
RP11-511I2.2	19	17	38	65
FOXE3	0	2	2	1
FOXD2-AS1	535	553	406	252
FOXD2	133	109	109	121
RP4-666O22.3	0	0	0	0
RPL21P24	0	0	0	0
AL356458.1	0	0	0	0
ATP6V0E1P4	1	0	0	0
AL591415.1	0	0	0	0
RP11-543D5.1	0	0	0	0
TRABD2B	29	34	57	186
RP11-543D5.2	0	0	0	0
FLJ00388	0	0	0	0
RP11-330M19.1	1	0	2	14
RP4-683M8.2	1	0	0	1
RP11-193P11.3	0	0	0	0
CYP46A4P	0	0	0	0
SKINTL	1	0	1	26
AL109659.1	0	0	0	1
RP5-1024N4.2	0	0	0	0
SLC5A9	0	1	0	16
RP5-1024N4.4	0	0	3	5
SPATA6	20	22	56	210
PPP1R8P1	0	0	0	2
RNU6-723P	0	0	0	0
RP11-329A14.1	4	8	5	5
RNU4-61P	0	0	1	0
RP11-329A14.2	0	0	0	0
AGBL4	0	0	1	0
BEND5	0	1	1	0
RP11-141A19.1	0	0	0	0
RP11-141A19.2	0	0	0	0
AGBL4-IT1	0	0	0	0
RP5-926E3.1	0	0	0	0
ZNF859P	0	0	0	0
AL645730.1	0	0	0	0
AL645730.2	0	0	0	0
MTND2P29	0	0	0	0
ELAVL4	0	0	0	0
RP11-492I2.1	0	0	0	0
RP11-567C20.2	0	0	0	0
RP11-567C20.3	0	0	0	0
RP11-183G22.1	0	0	0	1
HMGB1P45	0	0	0	0
FCF1P6	0	0	0	0
DMRTA2	0	0	0	1
RP5-850O15.4	8	9	7	5
FAF1	5590	5511	5240	4594
RP5-850O15.3	0	1	0	6
RNU6-1026P	0	0	0	0
RNU6-1253P	0	0	0	0
PHBP12	5	0	1	7
MRPS6P2	0	0	0	0
CDKN2C	926	952	967	1663
MIR4421	0	0	0	0
C1orf185	0	0	0	0
CFL1P2	0	0	0	0
AL162430.2	0	0	0	0
AL162430.1	0	0	0	0
RP11-296A18.3	2	0	0	1
RNF11	2761	1872	3571	4903
RP11-296A18.5	2	5	1	4
RP11-296A18.6	4	0	1	5
TTC39A	89	88	128	95
RP11-275F13.1	2	0	0	0
EPS15	3698	3062	3961	4770
RP11-275F13.3	17	7	7	12
RNU6-877P	0	0	0	0
RP11-253A20.1	1	2	1	2
RP11-191G24.1	22	34	20	16
RNU6-1281P	0	0	0	0
CALR4P	11	16	1	3
OSBPL9	7764	6554	7959	9685
GAPDHP51	0	0	0	0
SLC25A6P3	0	0	0	0
SNORA26	51	36	29	18
NRD1	14692	13518	15265	16789
RP4-657D16.3	40	35	55	140
RP4-657D16.6	3	0	0	4
MIR761	0	0	0	0
TSEN15P2	1	1	1	2
AL589663.1	0	0	0	0
RAB3B	5419	4813	5759	6705
RNA5SP48	3	2	0	1
RP11-91A18.1	1	1	0	0
RN7SL290P	0	0	0	0
TXNDC12	6341	5891	5965	4928
KTI12	1070	1150	954	742
RP11-91A18.4	2	0	4	4
TXNDC12-AS1	4	4	2	8
BTF3L4	3824	3453	3722	3553
ZFYVE9	2624	2220	3003	3351
RN7SL788P	0	0	0	0
RP4-800M22.1	34	24	29	48
RP4-800M22.2	0	0	0	0
PDCL3P6	5	2	1	1
RP4-800M22.4	0	1	0	2
DNAJC19P7	1	0	1	0
ANAPC10P1	2	2	1	3
CC2D1B	2648	2618	3498	3629
RP11-155O18.6	18	17	16	11
PLA2G12AP1	21	17	19	16
ORC1	4243	4044	3982	3981
PRPF38A	5587	5744	5007	4641
ZCCHC11	3057	2405	3238	6019
RP11-25O10.2	1	2	2	2
EEF1GP7	0	0	0	0
GPX7	3	1	10	31
FAM159A	3	4	9	20
SELRC1	1877	1554	1409	1423
NDUFS5P3	0	0	0	0
RN7SL62P	0	0	0	0
ZYG11B	1198	889	1569	2516
RNU2-30P	0	0	0	0
RP11-159C21.4	20	29	20	19
RNU6-969P	0	0	0	0
ZYG11A	6	6	7	16
RP4-631H13.2	0	0	0	0
ECHDC2	2865	2329	2195	2359
RP4-631H13.6	13	12	5	40
RP4-631H13.4	0	0	0	0
SCP2	4340	3561	4975	5651
MIR1273F	0	0	0	0
MIR5095	0	0	0	0
MIR1273G	0	0	0	0
RP4-631H13.5	0	0	0	0
RP11-334A14.2	1	3	2	1
TUBBP10	1	0	0	0
PODN	1	0	0	0
RP11-334A14.5	0	0	0	0
HIGD1AP11	0	0	0	0
SLC1A7	0	0	0	0
RP11-334A14.8	0	0	0	0
CPT2	1513	1470	1222	1179
RP5-1024G6.2	0	0	0	0
C1orf123	1926	2035	2112	1602
RP5-1024G6.7	1	0	0	0
MAGOH	5070	5625	4932	3746
RP5-1024G6.5	30	26	38	56
RP5-1024G6.8	494	347	414	488
LRP8	3492	2848	2892	2808
RP4-784A16.1	0	0	0	0
RP4-784A16.2	1	2	0	1
RP4-784A16.3	13	12	6	12
RP4-784A16.4	8	4	8	12
RP4-784A16.5	29	24	38	46
RP11-117D22.1	0	0	0	0
RP11-117D22.2	0	0	0	0
SLC25A3P1	0	0	0	0
DMRTB1	0	0	0	0
GLIS1	0	1	8	186
RNU7-95P	0	0	0	0
NDC1	8578	7418	7040	7074
SNORA58	17	5	6	15
AL049745.1	1	0	0	0
RP4-654H19.2	0	0	0	0
YIPF1	1758	1993	1951	1448
DIO1	9	3	8	9
HSPB11	3205	3162	3520	3086
LRRC42	5818	5893	6603	5476
HNRNPA3P12	50	48	47	32
LDLRAD1	0	0	0	0
AL353898.1	0	0	0	0
RP4-758J24.5	44	40	68	113
TMEM59	6363	6044	7268	7413
AL353898.2	16	6	13	18
TCEANC2	981	958	959	1001
MIR4781	0	0	0	0
RP4-758J24.4	0	2	2	1
AL353898.3	38	43	40	35
AL161915.1	81	77	58	42
CDCP2	0	1	0	0
RP11-446E24.4	0	1	0	0
AL357673.1	341	235	152	132
CYB5RL	302	204	181	232
MRPL37	12015	13569	10523	7265
SSBP3	2215	2166	3374	2680
SSBP3-AS1	9	4	4	13
RP5-997D24.3	0	0	0	2
RP4-705F19.1	0	0	0	0
AC099796.1	0	0	0	0
RP5-866L20.1	8	4	4	3
RP5-866L20.2	0	0	0	0
HNRNPA1P63	1	1	0	0
ACOT11	1077	908	1274	1213
FAM151A	42	35	57	66
RP11-240D10.4	0	0	0	2
MROH7-TTC4	1	0	0	0
MROH7	4	1	1	2
TTC4	381	329	358	342
PARS2	518	568	347	267
TTC22	930	857	784	489
RP11-67L3.2	4	1	0	2
C1orf177	4	3	3	4
DHCR24	16180	15428	16385	15254
RP11-67L3.5	12	9	4	3
RP11-67L3.4	30	36	32	22
TMEM61	25	26	45	22
RP11-12C17.2	0	0	0	0
BSND	0	2	2	2
PCSK9	363	341	721	685
USP24	6574	5413	6666	9113
RP11-101C11.1	2	0	0	0
GYG1P3	0	0	0	0
MIR4422	0	0	0	0
GOT2P1	0	0	0	0
RP4-633H17.2	0	0	0	0
RN7SKP291	0	0	0	0
RNU6-830P	0	0	0	0
RP11-466L17.1	0	0	0	1
RP11-90C4.1	0	0	0	0
RP11-90C4.2	0	0	0	0
PIGQP1	0	0	0	0
RP11-90C4.3	0	0	0	0
RP1-158P9.1	0	0	0	0
RP4-710M16.1	0	0	0	0
RP11-504A18.1	0	0	1	2
AC119674.1	0	0	0	0
RP4-710M16.2	2	0	2	3
PPAP2B	542	379	469	503
