gene_name	LSK_F_WT_1	LSK_F_WT_2	LSK_F_KO_1	LSK_F_KO_2
Glyat	0	0	0	0
Olfr1442	0	0	0	0
Olfr1443	0	0	0	0
Keg1	0	0	0	0
Zfp91Cntf	0	0	0	0
Cntf	0	2	0	0
Zfp91	1877	1692	2407	1958
Lpxn	251	354	247	423
Olfr1444	0	0	0	0
Olfr1445	0	0	0	0
Olfr1446	0	0	0	0
Olfr1447	0	0	0	0
Olfr1448	0	0	0	0
Olfr1449	0	0	0	0
Olfr1450	0	0	0	0
Olfr1451	0	0	0	0
Olfr1453	0	0	0	0
Olfr1454	0	0	0	0
Olfr1457	0	0	0	0
Olfr1459	0	0	0	0
Olfr1461	0	0	0	0
Olfr1462	0	0	0	0
Olfr1463	0	0	0	0
Olfr1465	0	0	0	0
Olfr1466	0	0	0	0
Olfr1467	0	0	0	0
Olfr1469	0	0	0	0
Olfr1471	0	0	0	0
Olfr1472	0	0	0	0
Olfr1474	0	0	0	0
Olfr1475	0	0	0	0
Olfr1477	0	0	0	0
Olfr1480	0	0	0	0
Olfr1484	0	0	0	0
Olfr1487	0	0	0	0
Olfr1489	0	0	0	0
Olfr1490	0	0	0	0
Olfr1491	0	0	0	0
Olfr1494	0	0	0	0
Olfr1495	0	0	0	0
Olfr1496	0	0	0	0
Olfr1497	0	0	0	0
Olfr1499	0	0	0	0
Olfr1500	0	0	0	0
Olfr1501	0	0	0	0
Olfr1502	0	0	0	0
Olfr1504	0	0	0	0
Olfr1505	0	0	0	0
Rnu6	0	0	0	0
Tle4	4206	5927	5993	5588
Psat1	7018	6228	9505	7372
Cep78	2609	2875	2931	2848
C130060C02Rik	0	4	0	7
Gnaq	2225	2480	2179	2342
E030024N20Rik	71	59	60	28
Mir496b	0	0	0	0
Gna14	173	267	280	300
Vps13a	899	1282	843	756
Foxb2	0	0	0	0
Prune2	616	696	592	645
Gcnt1	1745	2794	2210	2541
Rfk	7566	9345	8536	8399
Pcsk5	27	46	26	15
Ostf1	6978	8934	7182	7032
Nmrk1	811	1318	1001	854
2410127L17Rik	205	68	71	169
D030056L22Rik	2097	2143	1871	1927
Trpm6	34	22	38	43
Rorb	10	24	18	6
Anxa1	9118	11316	8648	10771
1500015L24Rik	7	0	0	0
E030003E18Rik	0	0	0	0
C730002L08Rik	0	0	0	0
Aldh1a1	491	1070	800	591
Aldh1a7	82	154	9	40
Tmc1	2	3	3	4
4930554I06Rik	0	6	0	3
Zfand5	11721	17360	11817	13140
Gda	114	332	206	127
1110059E24Rik	2224	3018	2315	2062
Abhd17b	6315	5563	6773	5873
Tmem2	728	766	1367	1023
Trpm3	6	5	29	18
Mir204	0	0	0	0
Klf9	1846	1706	2082	1343
Mir1192	0	0	0	0
Smc5	4794	4951	4627	4656
Mamdc2	1726	2723	1543	1599
1700028P14Rik	0	0	0	0
Ptar1	165	159	123	177
Apba1	49	40	106	75
Fam189a2	0	5	0	6
Tjp2	3170	2834	3899	2824
Fxn	1897	1928	1723	1479
Pip5k1b	854	909	826	677
Fam122a	1676	1856	1278	1821
Tmem252	0	3	0	0
Pgm5	0	2	0	0
Foxd4	10	12	0	0
Cbwd1	459	496	453	598
Snora19	0	0	0	0
Gm38437	0	0	0	0
Mir3084-1	0	0	0	0
Dock8	6868	8333	9420	9910
Kank1	21	37	0	0
Dmrt1	0	0	0	0
Dmrt3	0	0	0	0
2610016A17Rik	0	0	0	0
Dmrt2	7	21	13	4
Smarca2	10461	11608	10890	10351
4931403E22Rik	0	6	1	0
Gm815	0	0	0	0
Vldlr	6869	9623	4450	4985
Kcnv2	0	0	0	0
D19Bwg1357e	11368	10122	11372	10750
C030016D13Rik	26	43	7	18
Rfx3	245	415	331	560
Glis3	63	61	136	37
D930032P07Rik	0	4	0	0
Slc1a1	21	461	7	10
4430402I18Rik	65	137	24	39
Ppapdc2	1768	3207	1895	2003
Cdc37l1	3050	3837	3308	3059
Ak3	7006	9211	7397	8187
1700018L02Rik	110	149	46	96
Gm9895	8	83	12	46
Rcl1	8181	8080	7912	7303
Mir101b	0	0	0	0
Jak2	4489	5240	5762	5766
Insl6	418	938	570	625
Rln1	0	0	0	0
Plgrkt	2967	4845	3147	2996
Cd274	1936	3315	2515	2093
Pdcd1lg2	363	321	360	299
A930007I19Rik	34	79	97	31
Ric1	264	465	500	536
Ermp1	3207	3484	5333	4513
Mlana	0	0	0	0
9930021J03Rik	2110	2009	1709	1538
Ranbp6	1183	2069	1752	1486
Il33	21	0	0	0
Trpd52l3	0	0	0	0
Uhrf2	6450	10146	6517	8041
Gldc	0	0	0	0
Mbl2	0	0	0	0
Ppp1r2-ps3	1	0	1	0
Dkk1	3	7	0	0
Prkg1	266	623	277	381
Gm6642	0	2	0	0
Cstf2t	4386	6066	6224	5542
8430431K14Rik	0	3	0	0
A1cf	0	0	0	3
Asah2	116	143	107	102
Sgms1	6450	12348	6972	7315
2700046G09Rik	145	250	166	122
Minpp1	5907	7557	5624	5503
Papss2	103	71	164	36
Atad1	6183	6229	6638	5967
Pten	9496	11484	10180	9637
Rnls	538	778	581	599
Lipo1	676	1012	486	656
Lipf	0	0	0	0
Lipk	0	0	0	0
Lipn	0	0	0	0
Lipm	0	0	4	0
Ankrd22	26	4	30	35
Stambpl1	1604	1904	1754	1701
Acta2	1	2	6	1
Fas	50	188	65	107
Ch25h	1	0	0	0
Lipa	3861	6383	4039	5686
Ifit2	1991	2180	2699	3266
Ifit3	46	99	162	257
Ifit1bl1	263	564	484	691
Ifit3b	36	16	91	65
Ifit1bl2	24	49	25	16
Ifit1	697	1179	1405	1709
Slc16a12	2424	1716	1161	1054
Pank1	3102	3510	3575	3278
Mir107	0	0	0	0
Kif20b	2948	3213	3165	3329
Htr7	8	0	39	9
Rpp30	1779	2344	1915	2103
Ankrd1	0	0	0	0
Pcgf5	3702	4502	3853	3674
Hectd2	172	260	165	153
1500017E21Rik	0	0	0	0
Ppp1r3c	10	0	0	0
Tnks2	6372	9548	8857	8665
Fgfbp3	1117	1840	694	1180
Btaf1	2270	2518	2277	2193
Cpeb3	21	76	34	26
A330032B11Rik	0	0	0	0
March5	4086	4521	3875	3902
4931408D14Rik	0	0	0	0
Ide	18329	13146	12810	15491
Kif11	6963	4909	10009	8354
Hhex	12204	17509	13093	14669
1700122C19Rik	0	0	0	0
Exoc6	7263	9393	8550	8968
Cyp26c1	0	0	0	2
Cyp26a1	0	0	0	4
Myof	1229	1364	1166	1887
Cep55	2803	2788	3661	2913
Ffar4	0	2	9	0
Rbp4	0	0	0	0
Pde6c	1	0	4	4
Fra10ac1	2129	1763	1893	1808
Lgi1	0	0	0	0
Slc35g1	2031	1807	2181	1551
Plce1	0	0	0	0
Noc3l	1858	2183	2429	1991
Tbc1d12	340	601	353	193
Hells	5622	3863	6227	4845
Cyp2c55	0	0	0	0
Cyp2c65	0	0	0	0
Cyp2c66	0	0	0	0
Cyp2c53-ps	0	0	0	0
Cyp2c29	0	1	0	0
Cyp2c38	0	0	0	0
Cyp2c39	0	0	0	0
Cyp2c67	0	0	0	0
Cyp2c68	0	0	0	0
Cyp2c40	0	0	0	0
Cyp2c69	0	0	0	0
Cyp2c37	0	0	0	0
Cyp2c54	0	0	0	0
Cyp2c50	0	0	0	0
Cyp2c70	0	0	0	0
Pdlim1	2271	2237	2016	2181
Sorbs1	1239	1492	914	1048
Aldh18a1	12809	9780	11677	10576
Tctn3	1593	1751	1733	1452
Entpd1	1382	2205	2035	1857
Ccnj	448	975	895	772
E030044B06Rik	0	1	0	0
Mir8092	0	0	0	0
Zfp518a	1079	2161	1519	1591
Blnk	560	396	752	432
Dntt	34177	18034	39912	30335
Opalin	0	0	0	0
Tll2	0	6	0	0
Tm9sf3	25480	26839	30766	25721
Pik3ap1	4438	4531	4936	3485
Lcor	316	252	284	151
Mir8091	0	0	0	0
Slit1	33	18	14	109
Gm19424	0	0	0	0
Arhgap19	1899	1719	2801	2534
Frat1	671	773	489	563
Frat2	8861	8233	8352	7644
Rrp12	4667	2774	6131	3869
Pgam1	500	421	662	477
Exosc1	3445	2531	3217	2941
Zdhhc16	3891	3814	4102	3538
Mms19	3861	4287	4286	3895
Ubtd1	1114	988	912	993
Ankrd2	0	0	0	0
Hoga1	23	6	16	7
4933411K16Rik	0	0	0	0
Morn4	1131	1559	1021	1163
Pi4k2a	4002	4065	5115	4081
Avpi1	842	948	770	875
Marveld1	7427	8207	7525	6614
Zfyve27	5050	6587	5604	5438
Sfrp5	8	2	0	0
Golga7b	0	0	0	0
Mir3085	0	0	0	0
Crtac1	2	2	20	10
R3hcc1l	3364	3580	2921	3281
Loxl4	5	21	12	8
Pyroxd2	55	69	32	42
Hps1	8403	8926	8161	9103
Hpse2	0	0	0	0
Cnnm1	121	168	157	147
Got1	2460	2027	3338	2719
Nkx2-3	6449	11091	6850	8655
Slc25a28	3504	3589	3756	3273
BC037704	336	800	553	687
Entpd7	712	723	648	799
Cox15	6389	7085	6898	6849
Cutc	1596	2132	1506	1745
Abcc2	0	0	6	0
Gm10768	2	0	0	1
Dnmbp	3518	3750	3215	2997
Cpn1	19	41	22	33
Cyp2c44	0	0	0	0
Erlin1	4523	4660	4997	4766
Chuk	2476	3060	2917	2748
Cwf19l1	2189	2177	2105	1979
Bloc1s2	854	1015	1149	1106
Pkd2l1	18	24	5	0
Scd3	33	10	75	22
Scd2	14120	13675	21395	14066
Mir5114	0	0	0	0
Scd4	9	14	10	0
Scd1	31	24	45	44
Wnt8b	0	0	0	0
Sec31b	305	379	374	351
Ndufb8	5389	6016	5301	4640
Hif1an	2740	3569	4237	3370
Pax2	0	2	0	0
Mir6405	0	0	0	0
1700039E22Rik	0	0	0	0
Fam178a	4346	5324	5941	4973
4930414N06Rik	6	0	10	0
Sema4g	51	110	38	95
Mrpl43	2335	3606	3340	2811
Peo1	5018	4480	4889	4441
Lzts2	8671	9498	7735	8854
Pdzd7	0	8	0	0
Sfxn3	6014	6870	5481	5066
Kazald1	131	243	51	45
Tlx1	0	0	0	0
Lbx1	0	0	0	0
Btrc	3169	2722	2571	2499
Poll	2654	2794	2689	2844
Dpcd	1563	1267	1357	1362
Fbxw4	1615	1806	1714	1950
4933429K18Rik	3	0	0	1
Fgf8	0	3	0	0
Npm3	408	448	604	503
Mgea5	11225	13976	13269	12040
Kcnip2	9	65	0	3
9130011E15Rik	1426	1830	1734	1954
Hps6	1595	1844	1810	1588
Ldb1	17408	17614	15711	14708
Pprc1	9859	7545	12730	8336
Nolc1	15982	9438	16883	12226
Elovl3	11	0	0	0
Pitx3	0	0	0	0
Gbf1	3615	2734	3846	3454
Nfkb2	2035	2673	2489	2089
Psd	229	292	247	158
Fbxl15	823	1116	884	786
Cuedc2	8184	7050	8464	7216
Mir146b	0	0	0	0
2310034G01Rik	116	171	53	70
Tmem180	4175	3616	3039	2552
Actr1a	10311	10935	11568	10901
Sufu	5814	6819	7120	6323
Trim8	12595	15569	12844	13169
Arl3	892	902	378	493
Sfxn2	1502	1223	1520	1246
Wbp1l	11446	14190	11824	12349
Cyp17a1	0	0	0	0
2010012O05Rik	1052	1143	1050	1209
As3mt	6314	7141	6832	5994
Cnnm2	726	773	619	838
Nt5c2	8645	9182	9515	8661
Ina	8	4	0	7
Pcgf6	3193	2535	2992	2404
Taf5	2045	2315	2236	2222
Usmg5	42	54	59	54
Pdcd11	3182	2132	4236	3223
Calhm2	1717	2969	2016	2148
Calhm1	0	0	0	0
Neurl1a	228	162	379	278
Sh3pxd2a	103	128	87	84
Mir6995	0	0	0	0
Obfc1	1195	1424	1133	1447
Gm19557	80	70	52	66
Slk	7092	7570	7977	5936
Col17a1	9	18	96	24
Sfr1	12531	10933	11724	11851
Cfap43	36	49	24	65
Mir8090	2	0	0	0
Gsto1	9153	8012	7382	5881
Gsto2	45	60	41	34
Itprip	8494	7781	9973	8235
Cfap58	0	0	0	0
Sorcs3	0	1	0	0
Sorcs1	0	1	18	2
Ins1	0	0	0	0
AA387883	0	0	0	0
Xpnpep1	7165	5549	8224	6009
Mir6407	0	0	0	0
1700054A03Rik	0	0	0	0
Add3	8054	8440	8538	9236
1700001K23Rik	0	0	0	0
Mxi1	5504	7062	5175	5777
Smndc1	2022	2010	2101	2020
5830416P10Rik	119	258	25	68
Dusp5	2995	2648	2641	2247
Smc3	10566	8494	11240	10506
Rbm20	9	5	10	37
Pdcd4	3575	5105	5077	6257
Bbip1	1452	1930	1379	1314
Shoc2	3339	4449	4377	3587
Adra2a	0	0	0	0
Gpam	1416	1331	1714	1363
Tectb	0	0	0	0
Mir6715	0	0	0	0
Gucy2g	0	5	0	0
Acsl5	20523	19398	21793	18603
Zdhhc6	5020	4817	4853	4716
Vti1a	2634	2893	3114	2663
4930552P12Rik	4	29	9	5
Tcf7l2	2659	3347	2497	2618
Habp2	0	1	0	0
Nrap	50	70	67	48
Casp7	4069	3557	4277	3838
Plekhs1	0	9	0	0
Dclre1a	1169	1394	1243	1504
Nhlrc2	2281	2560	2318	2101
Adrb1	0	12	0	0
Ccdc186	326	638	315	364
Tdrd1	0	0	0	0
Vwa2	0	0	0	0
Afap1l2	8	0	0	0
Ablim1	4005	4939	6007	5759
4930449E18Rik	0	0	0	0
B230217O12Rik	200	397	228	201
Fam160b1	3433	5471	4595	4140
Trub1	2352	2107	1159	861
6720468P15Rik	50	46	20	35
Atrnl1	304	260	557	568
Mir5623	0	0	0	0
Gfra1	46	18	256	81
Gm10007	0	0	0	0
Ccdc172	0	0	0	0
1810007D17Rik	0	0	0	0
Pnlip	0	0	0	0
1810018F18Rik	0	0	0	0
Pnliprp1	0	0	0	0
Pnliprp2	0	0	0	0
1700019N19Rik	0	0	0	0
Hspa12a	0	8	10	5
Mir3086	0	0	0	0
Eno4	1	2	6	5
Shtn1	420	304	200	224
Vax1	0	0	0	0
Kcnk18	0	0	0	0
Slc18a2	8204	14887	10644	14379
Pdzd8	4049	4834	5694	5364
Emx2os	0	0	0	0
Emx2	0	0	0	0
2700089I24Rik	0	0	0	0
Rab11fip2	292	505	363	329
E330013P04Rik	0	1	0	1
Fam204a	2915	2873	2858	2949
Prlhr	0	0	0	0
Cacul1	2041	2398	2078	1812
Nanos1	221	259	108	137
Eif3a	13217	10161	14583	11300
Fam45a	2485	2732	1981	1931
Sfxn4	432	861	302	348
Prdx3	7158	8605	7101	6847
Grk5	38	89	61	48
Zfp950	1475	2342	887	1268
Gm7102	232	321	215	276
Csf2ra	5987	7567	5459	5942
LOC100041034	0	0	0	0
LOC664787	0	0	0	0
Csprs	0	0	0	0
Fam171a1	4743	5840	3814	4339
Nmt2	1718	2150	1438	1613
Rpp38	1305	1530	1351	1257
Acbd7	3	2	4	2
Olah	0	0	0	0
Meig1	0	0	0	0
Dclre1c	998	1394	799	958
Suv39h2	711	875	962	850
Hspa14	7790	7729	8639	7811
Cdnf	25	49	55	31
Mir466b-2	0	0	0	0
Fam107b	26105	34341	29601	30294
1700080N15Rik	0	0	0	0
Frmd4a	3986	4872	4990	4321
Prpf18	4296	6194	4721	4977
Bend7	184	391	222	252
Sephs1	9081	9121	10111	9588
Phyh	3064	3377	3054	2857
Ucma	0	0	0	0
Mcm10	3883	2959	5254	5079
Optn	869	1091	710	929
Ccdc3	0	0	0	0
Camk1d	1305	1610	1058	1182
Mir466d	0	0	0	0
Cdc123	6707	6794	6854	6946
Nudt5	3609	3094	4108	3352
Sec61a2	942	1322	859	962
Dhtkd1	123	218	157	70
Upf2	1873	1702	1953	1880
Proser2	129	163	178	110
Gm10857	378	241	378	291
Echdc3	207	281	131	217
A230108P19Rik	5	14	2	7
Usp6nl	2138	3054	2923	2398
Celf2	13834	11777	13075	12833
5031426D15Rik	0	0	9	0
1700061F12Rik	0	0	0	0
Gata3	1971	2490	1736	2098
4930412O13Rik	0	0	0	0
9230102O04Rik	0	0	0	0
Taf3	2671	2308	2632	2087
Atp5c1	10350	12209	12138	10962
Kin	1598	1703	1466	1516
Itih2	0	4	9	3
Itih5	8636	10310	8757	8527
Sfmbt2	134	126	140	106
Mir466m	0	0	0	0
Mir669f	0	0	0	0
Mir669d	0	0	0	0
Mir669l	0	0	0	0
Mir669d-2	0	0	0	0
Mir297a-3	0	0	0	0
Mir297a-4	0	0	0	0
Mir297a-2	0	0	0	0
Mir466b-4	0	0	0	0
Mir466b-6	0	0	0	0
Mir466b-5	0	0	0	0
Mir466b-7	0	0	0	0
Mir466b-1	0	0	0	0
Mir669a-3	0	0	0	0
Mir669k	0	0	0	0
Mir467a-8	0	0	0	0
Mir467a-2	0	0	0	0
Mir467a-9	0	0	0	0
Mir467a-7	0	0	0	0
Mir467a-5	0	0	0	0
Mir467a-4	0	0	0	0
Mir467a-1	0	0	0	0
Mir466b-8	0	0	0	0
Mir466e	0	0	0	0
Mir669a-2	0	0	0	0
Mir669a-1	0	0	0	0
Mir669g	0	0	0	0
Mir669j	0	0	0	0
Mir467b	0	0	0	0
Gm25285	0	0	0	0
Mir466c-2	0	0	0	0
Mir466c-1	0	0	0	0
Mir467a-10	0	0	0	0
Mir467a-3	0	0	0	0
Mir467a-6	0	0	0	0
Mir466b-3	0	0	0	0
Mir467d	0	0	0	0
Mir297b	0	0	0	0
Mir669o	0	0	0	0
Mir466g	0	0	0	0
Mir466l	0	0	0	0
Mir669i	0	0	0	0
Prkcq	5146	6407	4892	5021
8030442B05Rik	0	0	0	3
Gm13293	0	0	0	0
Pfkfb3	2356	2411	2755	2168
Rbm17	5460	4505	5269	4920
Il2ra	3	7	0	4
Il15ra	1373	1653	1262	1119
Fbxo18	6003	9114	6595	7014
Ankrd16	1627	2316	1485	1209
Itga8	2	4	50	20
E030013I19Rik	0	0	0	0
Fam188a	1184	1546	1432	1460
Pter	2011	1746	1817	1582
C1ql3	0	0	9	12
Rsu1	9838	8804	10176	9067
Cubn	10	37	49	3
Trdmt1	892	897	927	783
Vim	11610	13874	16551	15719
St8sia6	64	86	177	93
Hacd1	449	497	493	521
Stamos	42	51	54	47
Stam	2917	3625	3249	2927
Tmem236	0	5	0	2
Mrc1	49	196	13	30
Mir511	0	0	0	0
Slc39a12	0	0	0	0
Cacnb2	1122	1448	1073	1245
Gm13315	401	329	441	324
Nsun6	705	1023	752	806
Arl5b	341	332	474	322
Plxdc2	1720	2641	2398	1964
4930515L03Rik	0	0	0	0
Nebl	7	11	42	23
Mir6419	0	0	0	0
H2afb1	0	0	0	0
A930004D18Rik	0	44	0	27
Gm17762	23	41	18	6
Skida1	22	39	23	58
Mllt10	2527	2620	2570	2065
Mir7655	0	3	0	0
Dnajc1	3506	3915	3334	3344
Commd3	4052	5308	4072	3764
Bmi1	3339	4173	3556	3515
Spag6l	6	5	0	6
Gm3363	6	16	0	3
Carlr	0	0	0	0
Pip4k2a	4992	6232	6076	5067
4930426L09Rik	19	38	5	15
Armc3	160	216	131	131
4930447M23Rik	0	0	0	5
Msrb2	3538	4160	2723	3195
Ptf1aos	0	0	0	0
Ptf1a	0	0	0	0
4921504E06Rik	0	0	0	0
Gm3230	128	278	121	205
Otud1	1986	2289	1737	2235
Etl4	118	151	211	236
Arhgap21	1417	1946	2410	1919
Gm13375	300	378	270	193
Enkur	84	157	63	58
Thnsl1	1478	2027	1418	1664
Gpr158	0	0	0	0
Myo3a	0	0	0	0
Gad2	9	0	0	2
Mir3967	0	0	0	0
Apbb1ip	4283	4096	4517	3898
Pdss1	1028	742	1289	1052
Abi1	4291	5521	5026	5108
Acbd5	1649	2175	1676	1718
Mastl	575	719	848	874
Yme1l1	4388	6658	5272	5031
4931423N10Rik	0	0	0	0
Nxph2	0	0	0	0
Spopl	1138	865	799	901
Hnmt	1047	2112	922	1475
Tbpl2	0	0	0	0
Il1f8	0	0	0	0
Il1f9	9	19	0	1
Il1f6	0	0	0	0
Il1f5	0	0	0	0
Il1f10	0	0	0	0
Il1rn	2	24	7	23
Psd4	10805	12842	12144	11273
Pax8	0	2	5	0
Cacna1b	54	26	31	20
Ehmt1	5945	7085	6891	7511
Arrdc1	11827	12705	10508	9333
Zmynd19	2274	1842	2313	1904
Dph7	2314	2320	2170	2277
Mrpl41	1026	1433	1216	968
Pnpla7	8998	13967	10691	11790
Nsmf	3629	4677	3099	2875
Mir7664	8	8	9	0
Entpd8	1	9	0	0
Noxa1	319	261	92	162
Nrarp	2056	1072	1698	806
Tor4a	9720	15089	9993	11310
Nelfb	14121	14368	13672	13733
4933433C11Rik	41	20	6	3
Fam166a	10	27	9	3
Tubb4b	12294	10899	13396	10790
Slc34a3	67	62	34	20
Rnf224	0	0	0	0
Cysrt1	4	0	0	0
Rnf208	1142	1075	421	529
Ndor1	7329	7665	8349	6613
Tmem203	712	724	799	592
Tprn	5033	5102	5558	4849
Ssna1	5830	6378	5412	5376
Anapc2	11916	12577	11433	11651
Tmem210	0	0	0	0
Lrrc26	0	0	6	0
Grin1	0	0	0	0
Grin1os	0	0	0	0
AA543186	113	182	121	111
Man1b1	6038	7487	7295	6751
Dpp7	985	1535	1185	1294
Uap1l1	5624	6211	5864	5252
Sapcd2	2674	1988	2648	2053
Entpd2	75	96	132	99
Npdc1	1830	2115	1689	1337
Fut7	5536	6731	6624	7558
Abca2	9925	9556	14407	11658
Mir3087	0	0	0	0
Clic3	121	152	101	72
BC029214	2287	2938	1939	1794
Ptgds	122	104	154	139
Lcn12	3	22	6	9
C8g	577	817	580	760
Fbxw5	9301	9937	8748	8684
Traf2	4895	4746	5021	5200
Edf1	2428	2090	2388	1936
Mamdc4	93	110	79	51
Phpt1	2460	2804	2262	2367
Gm996	59	81	58	43
Rabl6	7487	7188	7934	7340
Ccdc183	11	28	14	31
Tmem141	413	646	452	554
Fcna	283	378	7	9
Lcn8	0	0	0	0
Lcn5	0	0	0	0
Lcn6	0	0	0	0
Lcn10	0	0	0	0
Obp2a	0	0	0	0
Bmyc	3908	4624	3636	4160
Obp2b	0	0	0	0
Lcn3	0	0	0	0
Lcn11	0	0	0	0
Gm13539	0	0	0	0
Glt6d1	0	0	0	0
Lcn9	0	0	0	0
Sohlh1	0	6	0	0
Kcnt1	0	19	0	0
Camsap1	1532	1477	1440	1158
Ubac1	4953	6048	4668	4867
Nacc2	754	812	658	504
C330006A16Rik	8109	6668	8810	6648
Lhx3	0	0	0	0
Qsox2	1514	1584	1898	1722
4932418E24Rik	0	9	0	0
Gpsm1	4440	4166	4506	4283
Dnlz	1885	2632	2388	2308
Card9	1098	403	2722	1111
Snapc4	3597	3379	3653	3337
Sdccag3	4547	5273	4642	3804
Pmpca	11234	10154	11937	10791
Inpp5e	4234	5204	4613	4613
Sec16a	2650	2597	4001	2415
Notch1	3265	3003	5527	2695
Mir6996	0	0	0	0
Egfl7	16839	16002	17416	12735
Mir126a	0	0	0	0
Mir126b	0	0	0	0
Agpat2	7694	6803	7194	5052
Fam69b	11337	11200	10833	8020
Snhg7	145	461	324	221
Snora43	6	47	17	26
Snora17	7	33	9	6
Lcn4	6	2	0	10
Abo	0	0	0	0
Surf6	4789	3831	4585	3959
Med22	7061	7106	8060	6773
Rpl7a	611	841	832	735
Surf1	1861	2441	1928	2090
Surf2	2256	2633	2000	2263
Surf4	17711	14096	19861	15014
Stkld1	37	51	28	49
Rexo4	3501	3477	3476	3400
Adamts13	0	0	0	4
Cacfd1	1557	1593	1393	1289
Slc2a6	140	120	286	250
Tmem8c	4	0	0	3
Adamtsl2	8	15	22	13
Fam163b	0	0	4	2
Dbhos	0	0	0	0
Dbh	0	0	0	0
Sardh	45	105	130	74
Vav2	1338	1169	1595	1174
Brd3	11441	9423	11385	9607
Mir7578	2	0	0	0
Wdr5	9901	9585	11521	10057
Rxra	1330	1625	1294	950
Col5a1	224	676	76	202
Fcnb	45	63	77	2
Olfm1	226	128	556	156
Ppp1r26	839	1037	1229	1173
1700007K13Rik	0	12	0	4
Mrps2	4933	4648	5460	4429
Gbgt1	0	3	0	0
Ralgds	4203	5358	3862	4896
Cel	0	0	0	0
Gtf3c5	4710	4528	4663	4865
Gfi1b	2486	6847	2266	5190
Tsc1	1131	1428	1398	1383
1700026L06Rik	49	78	51	121
Ak8	31	19	18	12
Mir3088	0	0	0	0
Gtf3c4	2594	2755	3699	2715
Ddx31	2526	2893	2661	2297
Barhl1	16	0	0	0
1700101E01Rik	24	35	31	43
Ttf1	2095	2636	2619	2212
Setx	2167	1768	2264	2211
Ntng2	214	230	444	122
6530402F18Rik	394	676	677	856
Med27	1480	1503	1550	1546
Mir133c	0	0	0	0
Rapgef1	5204	4980	7286	5258
Gm13547	2	4	5	2
Trub2	2625	2773	2577	2358
Coq4	1025	1487	872	1455
Slc27a4	2158	2220	2943	2036
Urm1	1855	2014	1916	1820
Mir219a-2	0	0	0	0
Mir219b	0	0	0	0
Cercam	182	1638	275	1727
Odf2	7612	7855	9528	8357
Gle1	7966	7624	8217	8416
Sptan1	4167	4418	5215	5680
Mir6997	0	0	0	0
Wdr34	3152	3186	3595	3602
Set	14784	9255	16185	12205
Pkn3	1504	1544	1529	1951
Zdhhc12	1406	1308	1289	1359
Zer1	4728	7240	5276	6943
Tbc1d13	186	228	155	138
Endog	680	421	763	422
D2Wsu81e	5572	4956	5139	4923
Ccbl1	1186	1531	839	1340
1700084E18Rik	52	27	42	18
Lrrc8a	969	903	791	822
Phyhd1	202	328	120	151
Dolk	1793	1953	1986	1607
Nup188	6074	4646	8967	7136
Sh3glb2	4843	4063	4137	3506
Fam73b	1786	2513	2072	2171
Dolpp1	1977	2504	2104	2060
Crat	2384	2810	2397	2171
Ppp2r4	22302	23326	25172	23648
Ier5l	160	279	417	201
Cstad	19	39	7	37
Mir3089	0	0	0	0
1700001O22Rik	228	129	205	175
Ntmt1	4048	3885	3091	3026
Asb6	3653	3605	3170	2718
Prrx2	0	0	0	0
Ptges	349	519	160	349
Tor1b	3564	4317	3691	3661
Tor1a	4443	4443	4426	3970
BC005624	2603	2442	2463	2543
Usp20	2759	3183	2868	2656
Fnbp1	5146	5974	6328	5855
D330023K18Rik	154	225	122	142
Gpr107	1610	2040	1820	1952
Ncs1	3239	1905	2840	1697
Ass1	1	0	0	2
Gm5424	0	0	0	0
Fubp3	3479	3331	3529	2983
Mir6998	0	3	0	2
Prdm12	0	0	0	0
Exosc2	7088	5785	6498	6073
Abl1	7066	7724	9574	8226
Qrfp	19	17	3	17
Fibcd1	0	21	0	2
Lamc3	6	29	13	11
Aif1l	486	243	451	283
Nup214	5050	4625	6824	5482
Mir7674	0	12	0	3
Fam78a	1693	1525	2185	1651
Ppapdc3	688	1108	617	694
Prrc2b	2735	3027	3345	3120
Pomt1	4339	4048	5004	4490
Uck1	2929	2677	2592	2372
Swi5	4996	5395	5457	4698
Golga2	3054	3530	3260	3587
Dnm1	24	13	2	13
Gm23363	0	0	0	0
Mir199b	0	0	5	0
Ciz1	9882	9597	9568	9512
1110008P14Rik	139	131	192	111
Lcn2	14	246	178	207
Ptges2	2832	2729	2761	2400
Slc25a25	1594	1565	1759	1146
Naif1	682	863	687	781
Fam102a	4463	5539	4924	4063
Dpm2	3146	3226	2912	2940
Pip5kl1	0	0	0	3
St6galnac4	8420	6635	10019	6794
St6galnac6	3387	4637	3669	3948
Ak1	920	1304	906	862
Eng	14826	18276	14528	14798
Fpgs	4428	3681	4892	3725
Mir8093	0	7	0	0
Cdk9	10428	11035	11017	9853
Mir2861	47	91	38	51
Mir3960	28	48	24	37
Sh2d3c	3996	6623	4350	5926
6330409D20Rik	7	15	2	9
Ttc16	10	28	44	24
Tor2a	3903	3903	3942	2942
Ptrh1	109	144	116	149
1700019L03Rik	39	54	7	19
Snord14a	0	0	0	0
Stxbp1	2574	2583	2620	2463
Fam129b	4631	4196	5635	4392
Lrsam1	907	1611	1035	1351
Rpl12	276	208	216	184
Snora65	163	121	153	61
Slc2a8	1304	1635	1229	1323
Garnl3	125	68	36	34
