	A567T09	A567T10	A567T13	A567T14
MIR1976	0	0	0	0
RN7SL679P	0	0	0	0
RP11-492M19.3	0	0	0	0
RP4-785J1.1	0	0	0	0
RP5-968P14.2	63	88	90	74
ARID1A	7976	9339	5954	4638
RN7SL501P	2	0	0	1
PIGV	1422	1679	1530	1390
RN7SL165P	1	2	0	1
ZDHHC18	2080	2638	2877	2667
SFN	4957	3624	6141	6461
RP1-50O24.6	0	0	0	0
GPN2	2225	2949	2636	2654
GPATCH3	1065	1033	1005	1056
NUDC	10691	14888	18676	19893
NR0B2	1	1	1	3
C1orf172	106	58	72	50
RP11-344H11.4	1	1	0	0
RP11-344H11.5	0	1	0	0
OSTCP2	2	0	1	0
TRNP1	1477	2234	2399	2399
FAM46B	1013	1114	1520	1369
SLC9A1	2426	2875	3876	3700
RP11-40H20.5	0	0	0	0
CHCHD3P3	0	2	0	1
NPM1P39	10	24	6	11
SNRPEP7	0	0	0	0
RP11-40H20.4	0	0	0	1
WDTC1	3374	3455	3436	2754
RP11-4K3__A.3	3	3	2	3
TMEM222	1918	2392	3045	3200
RNU6-48P	12	9	3	3
RP11-4K3__A.5	44	29	13	11
SYTL1	392	202	432	488
MAP3K6	1957	2279	2809	2603
FCN3	10	7	14	20
CD164L2	0	1	0	0
RP1-144C9.2	0	0	0	0
GPR3	399	270	303	303
WASF2	13130	13499	10314	8536
RP4-752I6.1	0	1	2	0
RP1-159A19.4	42	43	53	42
AHDC1	1554	2117	2312	2003
FGR	13	8	32	32
RP1-159A19.3	11	7	10	19
RP11-288L9.1	2	4	2	2
IFI6	828	922	1529	1722
RP11-288L9.4	14	16	16	10
RNU6-949P	0	0	0	0
CHMP1AP1	0	0	0	0
RNU6-424P	0	0	0	0
FAM76A	572	679	542	434
RP3-426I6.2	5	14	14	14
RPEP3	0	0	0	0
STX12	2689	2787	1733	1430
RP3-426I6.5	4	5	9	6
RP3-426I6.6	3	14	3	7
RNU6-1245P	0	0	0	0
PPP1R8	3863	4808	3677	3116
SCARNA1	10	10	2	2
AL109927.1	0	0	0	0
THEMIS2	1198	843	1271	1119
RPA2	3896	4911	4885	4392
SMPDL3B	129	61	178	156
RP11-460I13.2	0	0	0	0
XKR8	701	801	919	884
EYA3	2349	3646	2461	2051
RP11-460I13.6	5	14	7	6
RN7SL559P	5	5	1	2
SPCS2P4	50	40	28	21
RP5-1053E7.2	0	0	0	0
RP5-1053E7.3	0	0	1	0
RNU6-176P	0	0	0	0
RNU7-29P	0	0	0	0
PTAFR	148	42	44	23
DNAJC8	7821	10049	9485	8365
AL353354.1	17	24	23	30
AL353354.2	0	0	0	0
ATPIF1	4866	6344	7206	7185
RP5-1092A3.4	64	72	116	101
RP5-1092A3.5	1	1	1	0
SESN2	1253	1075	1128	1001
MED18	883	1203	1269	1184
PHACTR4	3795	4151	3173	2495
RP1-308E4.1	1	1	0	0
RNU6ATAC27P	1	1	5	3
RCC1	7472	10048	8143	7098
SNHG3	6728	8049	9385	8591
SNORA73B	121	313	370	250
PRDX3P2	11	14	9	6
TRNAU1AP	1748	2204	2586	2640
SNHG12	1702	2731	2381	2129
SNORD99	27	80	70	80
TAF12	2116	2252	2232	2056
RAB42	123	127	335	259
RP11-442N24__B.1	12	28	21	18
RNU11	3	2	1	3
GMEB1	1493	1648	1145	1095
SCARNA24	5	7	10	5
YTHDF2	5888	6819	4819	4106
OPRD1	1	0	0	0
RP1-212P9.2	0	1	0	0
RP1-212P9.3	1	0	0	0
EPB41	3035	2923	2374	1788
RP4-604A21.1	1	1	1	1
TMEM200B	344	698	660	542
RP11-242O24.3	0	1	0	0
SRSF4	10189	11402	11373	10354
RP11-242O24.5	8	27	11	1
MECR	1782	1762	1902	1945
RP11-467D18.2	14	9	13	11
PTPRU	2935	2403	3275	2770
AL645859.1	0	0	0	6
RP3-437I16.1	0	0	2	0
AL139151.1	0	0	0	0
RP11-810H18.1	0	0	0	0
AC092265.1	0	0	0	0
RP4-656G21.1	2	1	5	2
AL645944.1	0	0	0	0
RP11-179G8.1	0	0	0	0
RP11-111I12.1	0	0	0	0
RP5-893G23.1	0	0	0	0
RP3-357I16.1	0	0	0	0
RP4-591L5.1	0	0	0	0
RP4-591L5.2	0	0	0	0
MATN1	8	11	18	11
MATN1-AS1	86	69	119	98
LAPTM5	134	122	687	590
MIR4420	0	0	0	0
RP5-1125N11.1	0	0	0	0
RP1-65J11.1	3	2	10	8
RN7SKP91	0	0	0	0
RP1-65J11.5	0	0	0	0
SDC3	3326	3314	6022	5196
PUM1	9034	9207	4733	3702
SNORD103A	13	11	3	0
SNORD103B	9	12	1	5
SNORD85	0	1	0	1
RP11-201O14.1	0	1	0	0
RP11-201O14.2	0	0	0	0
SEPW1P	0	0	0	0
RP11-490K7.1	0	0	0	0
NKAIN1	2	9	13	12
SNRNP40	4553	5966	5587	5189
RP11-490K7.4	44	27	11	11
ZCCHC17	3518	4375	4703	4547
RP11-266K22.2	3	0	5	3
FABP3	62	78	78	59
SERINC2	14598	18066	15566	15516
AC114494.1	29	51	15	7
RP11-439L8.2	0	0	0	0
RNU6-40P	0	0	0	0
RP11-439L8.3	0	5	1	0
RP11-439L8.4	4	8	0	0
RP11-73M7.1	5	16	23	15
TINAGL1	5917	6980	6402	6249
HCRTR1	10	8	4	5
PEF1	3195	3911	4509	4542
RP11-73M7.6	110	245	114	99
RP11-73M7.9	2	3	2	2
COL16A1	15024	16093	14926	13170
BAI2	2750	2384	2678	2453
MIR4254	2	6	3	2
RP11-84A19.3	78	93	87	101
SPOCD1	7261	8657	7945	7070
RP11-84A19.2	0	0	2	0
RP11-84A19.4	15	24	10	9
PTP4A2	17506	21551	15891	14591
AL136115.1	102	99	26	18
RP4-534N18.2	10	7	1	1
KHDRBS1	19292	21330	15594	13122
RP11-277A4.4	8	12	3	2
TMEM39B	1335	1677	1893	1797
MIR5585	0	0	0	0
KPNA6	8086	9472	8155	6557
RP4-622L5.2	0	0	0	0
TXLNA	5715	7223	7440	6520
CCDC28B	596	627	1037	1075
RP4-622L5.7	17	28	36	20
IQCC	376	547	595	577
DCDC2B	20	20	15	10
TMEM234	545	941	921	952
EIF3I	18492	23810	23135	22626
MTMR9LP	602	676	800	824
FAM167B	92	101	96	84
LCK	18	1	2	6
HDAC1	9292	12587	16524	14934
MARCKSL1	2474	2836	3015	3045
RP4-811H24.9	4	2	5	2
TSSK3	21	25	26	17
FAM229A	248	292	236	228
BSDC1	3824	4486	3089	2570
GAPDHP20	0	0	0	0
RP11-395N6.4	0	0	0	0
LRRC37A12P	2	0	0	0
RN7SL122P	0	0	0	0
RP1-27O5.3	1	0	0	0
ZBTB8B	4	5	13	12
ZBTB8A	693	619	420	345
ZBTB8OS	1856	2377	2468	2415
RBBP4	10349	13255	8874	6824
SYNC	217	363	308	238
RP11-114B7.6	6	4	2	6
KIAA1522	4367	4058	5981	5340
YARS	10153	13390	11485	10373
S100PBP	3564	4021	2876	2435
FNDC5	31	37	63	57
HPCA	14	10	22	22
TMEM54	1353	1391	1498	1528
AL031602.1	0	0	0	0
RNF19B	2377	1413	1031	841
FKSG48	0	0	0	2
RP4-803A2.1	1	5	0	4
RP4-803A2.2	5	4	3	4
RP1-117O3.2	6	4	0	2
AK2	16355	20063	17485	15688
ADC	675	584	456	452
TRIM62	600	691	784	704
ZNF362	599	610	575	517
RP11-415J8.7	15	8	6	7
AL513327.1	0	0	0	0
A3GALT2	31	5	5	6
RP11-415J8.3	176	318	165	111
PHC2	26689	20246	16974	15353
MIR3605	21	35	19	21
RN7SKP16	116	164	42	34
RP11-415J8.5	9	15	12	6
AL138837.1	0	0	0	0
TLR12P	0	0	1	0
ZSCAN20	542	715	476	412
RP4-580O19.2	3	0	1	2
CSMD2	5	6	1	2
HSPD1P14	0	0	0	0
HMGB4	0	0	0	0
RP5-1007G16.1	0	0	0	0
RNA5SP42	0	0	0	0
C1orf94	0	0	0	0
AC115286.1	0	0	0	0
RP4-657M3.2	0	0	0	0
MIR552	0	0	0	0
SMIM12	2241	2949	2815	2883
GJB5	230	80	90	75
GJB4	51	3	2	5
RP1-34M23.5	0	2	0	0
AL121988.1	0	0	0	0
GJB3	527	218	310	318
GJA4	0	2	1	1
RP5-997D16.2	97	119	113	84
DLGAP3	12	12	14	14
SNORD112	37	20	4	7
RP11-244H3.1	249	254	216	197
ZMYM6	1991	2054	1047	925
ZMYM6NB	89	62	45	34
RP11-248I9.2	0	0	0	0
ZMYM1	2425	2768	880	632
EFCAB14P1	2	0	0	0
SFPQ	32786	38290	23599	20244
RN7SL136P	0	0	0	0
ZMYM4	5420	6859	5143	3995
RN7SL503P	0	0	0	0
SNORA62	5	0	2	0
RPL5P4	11	11	16	17
ZMYM4-AS1	0	2	2	1
RNY5P1	1	2	1	1
KIAA0319L	6472	6153	6088	5143
RP4-728D4.3	0	0	0	0
NCDN	2418	2943	3055	2610
RP4-728D4.2	21	12	3	12
TFAP2E	82	71	57	60
PSMB2	13799	17531	17208	17154
RN7SL281P	0	0	0	0
C1orf216	1646	2658	2437	2247
CLSPN	3024	5546	2817	1979
RP11-435D7.3	6	3	1	4
AGO4	2130	2264	1171	921
AGO1	3609	3904	3492	3084
RP4-789D17.4	0	1	0	0
RP4-789D17.5	28	23	24	18
AGO3	2325	2696	1495	1327
RP4-665N4.8	5	5	7	6
RP4-665N4.4	2	2	0	0
TEKT2	4	3	5	2
ADPRHL2	1035	1588	2044	1914
COL8A2	124	89	107	82
TRAPPC3	4146	5524	5794	5586
MAP7D1	11855	14764	15040	13981
RN7SL131P	0	0	0	0
THRAP3	16003	20303	15135	12334
UBE2V2P4	0	0	0	0
SH3D21	1737	1974	1540	1261
EVA1B	259	420	248	283
RP11-268J15.5	720	872	1085	995
STK40	827	1489	1551	1408
LSM10	977	1500	1816	1789
RNU4-27P	0	0	0	0
OSCP1	464	376	579	560
SNORA63	5	1	4	3
MRPS15	5105	6139	6947	7102
CSF3R	0	0	1	0
FTLP18	0	0	0	0
RP4-614N24.1	0	0	0	0
GRIK3	0	0	0	4
MIR4255	0	0	0	0
RNU6-636P	0	0	0	0
RP5-1180C18.1	0	0	0	0
RNA5SP43	0	0	0	0
RPS29P6	0	0	0	0
RP11-422J8.1	453	388	516	505
ZC3H12A	11045	8311	6672	5421
MEAF6	2469	3038	2493	2078
MIR5581	4	14	3	2
SNIP1	1554	1909	1436	1120
FTH1P1	5	2	2	0
RP3-423B22.5	0	6	2	2
DNALI1	132	103	127	84
GNL2	6396	7517	6476	6049
RSPO1	4	2	9	2
C1orf109	1595	2086	1222	953
CDCA8	6063	6593	5780	5157
EPHA10	1	0	4	1
ACTN4P2	0	0	0	0
RP11-109P14.2	0	0	0	0
MANEAL	197	201	214	178
RP11-109P14.9	0	0	0	0
YRDC	1306	1218	695	582
C1orf122	871	1443	1466	1536
MTF1	1841	2090	1327	1155
AL929472.1	0	0	0	0
RP11-109P14.8	1	2	0	0
RP11-109P14.10	0	0	0	0
INPP5B	1095	1115	896	722
RNU6-584P	0	0	0	0
SF3A3	9221	11692	11164	10315
RNU6-510P	20	20	8	5
FHL3	3509	3835	4031	4045
UTP11L	4451	5327	4466	4070
POU3F1	1	2	1	1
RP5-884C9.2	1	0	2	3
RP5-884C9.3	0	0	0	0
MIR3659	0	1	0	0
RP11-214L19.1	0	0	0	0
RNU6-753P	0	0	0	0
RP11-329N22.1	0	0	0	0
RP11-334L9.1	5	5	2	1
RRAGC	1764	2183	1667	1375
RP5-864K19.4	31	26	26	42
MYCBP	1237	1806	1533	1428
GJA9	2	0	0	1
RHBDL2	436	429	399	309
RNU6-605P	0	0	0	0
RP11-781D11.1	0	0	1	0
AKIRIN1	4443	5307	2976	2363
NDUFS5	8449	9602	11737	11936
MACF1	17061	16743	10874	8792
RNU6-608P	0	1	0	0
RNA5SP44	1	1	0	0
RP11-416A14.1	4	2	3	1
RP11-420K8.1	0	1	0	0
RP11-420K8.2	1	0	0	0
KIAA0754	859	891	268	224
BMP8A	6	13	5	6
OXCT2P1	10	7	22	19
RP11-69E11.4	22	39	29	31
PPIEL	5	13	4	2
PABPC4	18165	19696	15986	13898
RP11-69E11.8	40	50	19	16
SNORA55	104	31	10	16
HEYL	198	121	10	10
RP1-144F13.3	0	0	0	0
NT5C1A	29	16	24	17
HPCAL4	131	70	162	145
PPIE	3930	4254	4477	4615
RP1-144F13.4	0	0	0	0
RNU7-121P	0	0	0	0
BMP8B	273	146	235	194
OXCT2	24	15	33	40
RP1-118J21.25	8	19	18	21
RP1-118J21.24	0	0	0	0
TRIT1	2815	3194	2697	2353
MYCL	345	240	270	226
RP1-118J21.5	0	4	8	2
MFSD2A	2520	2113	1884	1784
RP3-342P20.2	105	72	42	29
CAP1	43316	54392	47602	39806
PPT1	13057	14491	13641	12314
RP11-115D7.3	0	0	0	0
RLF	3432	4290	2271	1827
RNU6-1237P	2	0	0	0
TMCO2	0	1	2	2
RP1-39G22.7	477	392	383	345
ZMPSTE24	3896	5973	2642	1998
RP1-39G22.4	5	3	1	2
COL9A2	236	211	671	646
RP1-228H13.1	1	0	1	0
SMAP2	2881	3795	3741	3151
RP1-228H13.2	0	0	0	0
ZFP69B	183	189	102	101
RP1-228H13.5	120	174	106	90
ZFP69	418	494	365	282
RP11-656D10.3	69	74	125	100
EXO5	440	701	697	631
RP11-656D10.5	1	5	2	2
RP11-656D10.6	24	48	23	20
ZNF684	461	463	283	276
RP1-63P18.2	0	0	0	0
GTF2F2P2	0	1	0	0
RIMS3	738	553	596	465
RP4-739H11.3	2	5	6	4
RP4-739H11.4	173	231	113	87
NFYC	1959	2491	2431	2255
MIR30E	0	0	0	0
MIR30C1	2	0	0	1
KCNQ4	18	14	21	22
RN7SL326P	0	1	1	0
CITED4	262	332	313	372
RP5-1066H13.4	0	1	2	0
RP11-348A7.1	0	0	0	0
UBE2V1P8	0	0	0	0
CTPS1	6075	10209	7069	6255
SLFNL1	68	141	90	77
SCMH1	2680	3235	2934	2596
RP4-635E8.1	1	0	0	0
RP11-399E6.1	7	9	11	12
RP11-399E6.2	1	0	1	0
FOXO6	29	43	51	55
RP11-399E6.4	10	9	19	13
RNA5SP45	0	0	0	0
EDN2	90	133	145	158
HIVEP3	739	946	1137	944
RP11-486B10.3	0	1	0	0
RP11-486B10.4	10	6	3	6
AL451006.1	0	0	0	0
HNRNPFP1	0	0	0	0
RP11-319C21.1	0	0	0	0
GUCA2B	0	0	0	0
GUCA2A	0	0	1	0
FOXJ3	6597	6898	3928	3321
RP11-223A3.1	7	15	15	16
RIMKLA	2	3	7	4
RP11-157D18.2	0	0	0	0
ZMYND12	24	8	12	7
PPCS	2020	2461	2206	1959
CCDC30	94	169	110	79
RP11-163G10.2	0	1	0	0
TMSB4XP1	2	2	2	1
RNU6-536P	0	0	0	1
RP11-163G10.4	1	0	0	0
PPIH	3259	3779	3986	3863
RP5-994D16.3	18	31	17	9
YBX1	64705	76638	67119	57781
CLDN19	3	1	1	0
LEPRE1	8737	9387	10498	9864
C1orf50	366	547	568	549
RP5-994D16.9	44	41	27	24
CCDC23	595	733	729	714
ERMAP	702	705	672	611
RP11-342M1.3	127	129	87	57
ZNF691	486	845	793	797
RP11-342M1.7	0	0	0	0
RP11-342M1.6	0	0	0	1
ATP6V1E1P1	1	0	1	0
SLC2A1	9851	15337	17285	14727
SLC2A1-AS1	49	53	81	118
RNU6-880P	0	2	0	0
RNU6-870P	0	0	0	0
FAM183A	13	30	25	14
EBNA1BP2	6962	11197	9076	8615
WDR65	37	37	16	31
RNA5SP46	0	1	0	0
TMEM125	27	8	19	25
C1orf210	23	1	1	2
TIE1	47	40	34	35
MPL	3	11	11	5
RP1-92O14.3	114	104	159	189
CDC20	18072	23071	22838	22689
ELOVL1	3810	5276	4959	4480
MED8	2838	3205	3116	3071
RP1-92O14.6	96	174	108	71
SZT2	3991	4044	2795	2433
SZT2-AS1	0	1	2	1
HYI	650	1446	584	612
HYI-AS1	31	18	29	21
PTPRF	22342	23132	19659	16057
KDM4A	3283	3787	2697	2226
KDM4A-AS1	120	194	182	181
ST3GAL3	1102	903	880	838
RP11-184I16.4	6	3	1	4
RNU6-1058P	0	0	0	0
RP11-184I16.3	2	0	0	0
SHMT1P1	1	0	0	1
ARTN	261	205	205	203
RP11-7O11.3	17	31	43	37
IPO13	2376	2858	2980	2717
DPH2	1605	2391	1741	1521
ATP6V0B	4260	5880	5385	5719
B4GALT2	3599	4292	5323	5392
CCDC24	583	568	799	785
SLC6A9	1252	1675	910	794
RP5-1198O20.4	112	96	93	100
RP5-1198O20.5	1	8	1	2
KRT8P47	0	0	0	0
RN7SL479P	0	0	0	0
KLF17	39	34	24	25
RP11-570P14.1	3	8	2	3
RP4-675G8.2	0	0	0	0
RP4-675G8.3	1	0	0	0
RP4-675G8.4	1	0	0	0
RP5-891H21.1	0	0	0	0
RP5-891H21.5	2	2	1	1
DMAP1	2256	2998	2870	2719
ERI3	4020	4487	5470	5374
ERI3-IT1	22	16	11	7
AL390776.1	0	0	0	0
RNU6-369P	0	0	0	0
RNF220	4264	4450	4008	3490
MIR5584	0	0	0	0
TMEM53	381	382	691	684
C1orf228	23	24	13	16
RNU5F-1	6	2	0	0
RNU5D-1	1	2	0	0
KIF2C	11264	11318	12717	11287
RP11-269F19.2	67	58	45	37
RPS8	80022	75299	93447	95729
SNORD55	0	0	0	0
SNORD46	61	68	40	46
SNORD38A	7	7	11	8
SNORD38B	0	0	0	0
RPS15AP11	6	6	5	4
BEST4	44	25	47	67
PLK3	1035	464	412	364
TCTEX1D4	18	19	13	10
BTBD19	221	249	195	174
PTCH2	54	65	69	61
RNU5E-6P	0	0	0	0
RP5-882O7.1	1	1	1	2
EIF2B3	1779	2244	2334	2285
AL136380.1	1	0	0	0
RNA5SP47	0	0	0	0
CCNB1IP1P1	0	0	0	0
RP5-882O7.4	3	1	3	4
MRPS17P1	2	0	2	2
HECTD3	3028	4140	3990	3604
UROD	4846	6166	6665	6720
ZSWIM5	8	15	8	7
AL359473.1	0	0	0	0
OSTCP5	0	0	0	0
AL592294.1	0	0	0	0
HPDL	31	29	33	26
MUTYH	1163	1360	1258	1290
TOE1	987	1559	1423	1286
TESK2	658	429	321	270
RP11-291L19.1	0	0	0	0
CCDC163P	277	314	306	250
MMACHC	706	950	686	752
PRDX1	41469	48187	52069	50370
HMGB1P48	0	0	0	0
AKR1A1	4862	5001	4709	4667
NASP	26087	32779	31060	29045
CCDC17	115	116	87	106
GPBP1L1	6771	7312	5369	4350
RPS15AP10	13	27	6	7
RP11-767N6.2	20	34	8	15
TMEM69	2627	2988	2446	2046
IPP	979	1075	732	534
RP11-767N6.7	67	85	105	83
RP11-630I5.1	0	0	0	0
MAST2	4926	5068	6101	5243
TMA16P2	0	0	0	0
PIK3R3	795	970	860	670
RP4-533D7.4	0	3	0	1
RP4-533D7.3	0	0	0	0
RP4-533D7.5	3	2	8	8
TSPAN1	566	112	123	127
RP11-322N21.2	0	0	0	0
POMGNT1	4786	5415	5934	5670
LURAP1	204	236	208	187
RAD54L	3162	4582	4374	3709
LRRC41	4868	5508	4899	4166
UQCRH	12544	14928	16982	16938
NSUN4	1400	1747	1333	1163
RP4-603I14.3	5	1	1	0
FAAH	110	153	210	223
RP5-1109J22.1	22	17	89	75
RP5-1109J22.2	1	3	3	5
LINC00505	5	2	4	13
DMBX1	35	30	9	17
MKNK1-AS1	25	58	23	32
KNCN	0	0	0	0
MKNK1	2150	2400	2601	2183
MOB3C	713	929	994	955
ATPAF1	3296	4186	3616	3329
EFCAB14	8092	9320	6155	4983
RP11-8J9.1	14	6	2	0
TEX38	12	3	5	2
EFCAB14-AS1	19	20	4	2
RP11-8J9.5	0	0	0	0
CYP4B1	3	2	1	0
CYP4Z2P	0	0	0	0
RP11-346M5.1	0	0	0	0
CYP4A11	0	0	0	0
CYP4X1	29	19	29	29
RP11-346M5.6	0	0	0	0
RP11-346M5.5	0	0	0	0
RP11-346M5.4	0	0	0	0
RP11-346M5.3	0	0	0	0
CYP4Z1	3	2	0	3
RP11-184J23.2	0	0	0	0
CYP4A22-AS1	32	19	17	9
CYP4A22	1	0	1	0
MTND1P34	0	0	0	0
LINC00853	25	24	32	35
PDZK1IP1	329	114	155	171
TAL1	10	3	9	3
RP1-18D14.7	0	0	0	1
STIL	4747	5834	3870	3002
CMPK1	12923	15278	6877	5558
RP11-511I2.2	48	44	75	59
FOXE3	2	8	2	2
FOXD2-AS1	432	562	633	635
FOXD2	166	262	134	135
RP4-666O22.3	0	0	0	0
RPL21P24	0	0	0	0
AL356458.1	0	0	0	0
ATP6V0E1P4	0	0	0	0
AL591415.1	0	0	0	0
RP11-543D5.1	0	0	0	0
TRABD2B	783	750	359	316
RP11-543D5.2	0	0	0	0
FLJ00388	0	0	0	0
RP11-330M19.1	9	17	10	10
RP4-683M8.2	1	0	2	1
RP11-193P11.3	1	0	1	0
CYP46A4P	0	0	0	0
SKINTL	74	95	51	43
AL109659.1	1	1	3	0
RP5-1024N4.2	2	1	0	1
SLC5A9	58	62	24	22
RP5-1024N4.4	5	6	7	4
SPATA6	423	430	238	173
PPP1R8P1	2	2	1	1
RNU6-723P	0	0	0	0
RP11-329A14.1	3	5	5	6
RNU4-61P	1	0	0	0
RP11-329A14.2	0	0	0	0
AGBL4	0	0	0	0
BEND5	1	1	0	1
RP11-141A19.1	0	0	0	0
RP11-141A19.2	0	0	0	0
AGBL4-IT1	0	0	0	0
RP5-926E3.1	0	0	0	0
ZNF859P	0	0	0	0
AL645730.1	0	0	0	0
AL645730.2	0	0	0	0
MTND2P29	0	0	0	0
ELAVL4	0	0	0	0
RP11-492I2.1	0	0	0	0
RP11-567C20.2	0	0	0	0
RP11-567C20.3	0	0	0	0
RP11-183G22.1	0	0	0	0
HMGB1P45	0	0	0	0
FCF1P6	0	0	0	0
DMRTA2	0	0	0	1
RP5-850O15.4	11	7	12	10
FAF1	4169	5034	5381	4949
RP5-850O15.3	2	4	1	0
RNU6-1026P	1	0	0	0
RNU6-1253P	0	0	0	0
PHBP12	2	4	0	0
MRPS6P2	0	0	0	0
CDKN2C	2866	3340	3746	3496
MIR4421	0	1	0	0
C1orf185	0	0	0	0
CFL1P2	0	1	0	0
AL162430.2	0	0	0	0
AL162430.1	0	0	0	0
RP11-296A18.3	0	3	1	0
RNF11	5912	6692	2564	1836
RP11-296A18.5	4	1	1	1
RP11-296A18.6	8	8	4	3
TTC39A	50	59	50	34
RP11-275F13.1	0	0	0	0
EPS15	5422	5787	2977	2347
RP11-275F13.3	9	6	9	5
RNU6-877P	0	1	0	1
RP11-253A20.1	4	2	2	3
RP11-191G24.1	10	14	7	12
RNU6-1281P	0	0	0	0
CALR4P	2	11	4	2
OSBPL9	14453	16440	10260	8196
GAPDHP51	0	0	1	0
SLC25A6P3	0	0	0	0
SNORA26	10	26	20	14
NRD1	19471	21796	16781	14187
RP4-657D16.3	179	191	73	57
RP4-657D16.6	17	3	2	4
MIR761	0	0	0	0
TSEN15P2	1	2	0	1
AL589663.1	0	0	0	0
RAB3B	7150	9709	4355	3591
RNA5SP48	0	6	1	0
RP11-91A18.1	1	0	0	2
RN7SL290P	0	0	0	0
TXNDC12	6706	7436	6345	5603
KTI12	1023	892	845	793
RP11-91A18.4	3	4	1	1
TXNDC12-AS1	10	2	3	3
BTF3L4	4213	4320	2926	2524
ZFYVE9	2715	3189	2113	1718
RN7SL788P	0	0	0	0
RP4-800M22.1	89	23	23	16
RP4-800M22.2	0	0	1	0
PDCL3P6	0	3	0	0
RP4-800M22.4	0	0	0	0
DNAJC19P7	1	1	0	0
ANAPC10P1	1	0	2	0
CC2D1B	3110	3721	3965	3276
RP11-155O18.6	5	17	7	8
PLA2G12AP1	12	17	21	10
ORC1	3593	4439	4529	3892
PRPF38A	4878	6560	5190	4471
ZCCHC11	4939	5303	3478	2664
RP11-25O10.2	4	2	4	3
EEF1GP7	0	0	1	1
GPX7	74	66	200	191
FAM159A	3	2	6	6
SELRC1	1370	1795	927	729
NDUFS5P3	0	0	0	0
RN7SL62P	0	0	0	0
ZYG11B	3071	3058	1522	1253
RNU2-30P	0	0	0	0
RP11-159C21.4	16	16	19	23
RNU6-969P	1	1	1	0
ZYG11A	36	35	32	30
RP4-631H13.2	0	0	0	0
ECHDC2	2885	3478	3813	3520
RP4-631H13.6	54	46	22	23
RP4-631H13.4	0	0	0	1
SCP2	6069	6355	3957	2933
MIR1273F	0	1	1	0
MIR5095	0	0	0	0
MIR1273G	0	0	0	0
RP4-631H13.5	0	0	0	1
RP11-334A14.2	1	4	1	3
TUBBP10	1	1	1	0
PODN	1	0	6	0
RP11-334A14.5	0	0	0	0
HIGD1AP11	0	0	0	0
SLC1A7	1	3	2	2
RP11-334A14.8	0	0	0	0
CPT2	1533	1363	1551	1333
RP5-1024G6.2	0	0	0	0
C1orf123	2180	2478	2723	2677
RP5-1024G6.7	4	4	3	2
MAGOH	3559	4157	3800	3354
RP5-1024G6.5	38	38	55	41
RP5-1024G6.8	572	472	355	281
LRP8	3385	3338	2245	1939
RP4-784A16.1	0	0	0	0
RP4-784A16.2	3	2	0	1
RP4-784A16.3	6	9	12	5
RP4-784A16.4	18	12	6	2
RP4-784A16.5	39	32	27	27
RP11-117D22.1	0	0	0	0
RP11-117D22.2	0	0	0	0
SLC25A3P1	0	0	0	0
DMRTB1	0	0	0	0
GLIS1	804	740	816	750
RNU7-95P	0	1	0	0
NDC1	7379	10089	6112	5021
SNORA58	11	22	7	5
AL049745.1	0	0	0	0
RP4-654H19.2	0	0	1	0
YIPF1	1365	1663	1409	1420
DIO1	16	28	7	10
HSPB11	2943	4179	4651	4688
LRRC42	3704	4949	4762	4195
HNRNPA3P12	36	58	28	36
LDLRAD1	0	0	0	0
AL353898.1	0	0	0	0
RP4-758J24.5	140	128	122	100
TMEM59	9860	10319	8395	7660
AL353898.2	24	41	24	15
TCEANC2	1248	1278	857	766
MIR4781	0	0	0	0
RP4-758J24.4	0	0	0	1
AL353898.3	45	41	38	61
AL161915.1	121	109	127	117
CDCP2	0	4	3	1
RP11-446E24.4	1	1	1	1
AL357673.1	267	332	247	187
CYB5RL	355	406	242	186
MRPL37	7841	9218	11558	12012
SSBP3	2807	3029	2473	2410
SSBP3-AS1	12	29	5	2
RP5-997D24.3	0	0	1	0
RP4-705F19.1	0	1	0	0
AC099796.1	0	0	0	0
RP5-866L20.1	0	0	0	0
RP5-866L20.2	0	0	0	0
HNRNPA1P63	0	0	0	0
ACOT11	204	198	170	157
FAM151A	16	12	14	8
RP11-240D10.4	1	1	0	1
MROH7-TTC4	1	1	0	0
MROH7	3	3	2	0
TTC4	290	362	229	163
PARS2	342	435	437	367
TTC22	82	46	93	58
RP11-67L3.2	0	0	0	0
C1orf177	9	0	1	1
DHCR24	10551	11838	17648	14925
RP11-67L3.5	6	5	6	4
RP11-67L3.4	19	22	27	24
TMEM61	6	0	1	1
RP11-12C17.2	0	0	0	0
BSND	0	0	2	2
PCSK9	501	341	287	272
USP24	8904	9200	5324	4318
RP11-101C11.1	0	0	0	0
GYG1P3	0	0	0	0
MIR4422	0	0	0	0
GOT2P1	0	0	0	0
RP4-633H17.2	0	0	0	0
RN7SKP291	0	0	0	0
RNU6-830P	0	0	0	0
RP11-466L17.1	12	15	4	4
RP11-90C4.1	0	0	0	1
RP11-90C4.2	0	0	0	0
PIGQP1	0	0	0	0
RP11-90C4.3	0	0	0	0
RP1-158P9.1	0	0	0	0
RP4-710M16.1	1	0	0	0
RP11-504A18.1	2	1	0	0
AC119674.1	0	0	0	0
RP4-710M16.2	3	2	4	2
PPAP2B	1030	1214	569	397
RPL21P23	1	0	0	0
RP11-377K22.3	0	0	0	0
RP11-377K22.2	2	0	0	0
PRKAA2	11	4	1	5
C1orf168	1	0	0	0
