NAME	DESCRIPTION	N4_2	N4_3	N4_4	N7_2	N7_3	N7_4	N9_2	N9_3	N9_4
FIGNL1	na	1596	1293	1875	2102	1461	1891	2190	1605	1507
CIB2	na	207	195	223	316	299	313	347	300	257
AAGAB	na	1155	963	1431	1868	1094	1856	1838	1324	1326
ASAP1	na	1018	1180	1042	1159	1252	1185	1025	975	749
WDR83OS	na	754	601	996	1328	829	1382	1499	1285	1197
ZNF436-AS1	na	72	56	106	67	87	79	77	72	90
GPSM1	na	830	737	999	1205	1043	1317	1439	1362	1090
PACSIN2	na	792	637	885	1604	1259	1587	1361	1096	996
NCLN	na	1301	1161	1620	1940	1539	1922	2068	1859	1508
LOC101928163	na	0	1	2	1	0	0	0	0	1
COA7	na	1056	834	1185	1720	1006	1652	1754	1355	1300
ACSL4	na	808	604	954	1355	903	1197	1040	851	818
TRPC7	na	0	0	0	0	0	0	0	0	0
ELOA-AS1	na	38	27	44	43	44	52	57	50	45
GSN	na	1210	1030	1312	1295	1290	1281	1600	1230	1107
SRRM1	na	1728	1810	1752	2453	2897	2424	2374	2040	1647
RAPGEF2	na	740	653	780	1007	920	914	980	761	732
ST7	na	179	142	203	257	205	274	228	192	164
SEPTIN9	na	2229	2163	2724	4552	4274	4597	5014	4984	4186
RRAS2	na	618	473	767	1168	610	999	908	692	611
GAMT	na	640	610	738	1405	1312	1402	1454	1344	1062
C8orf76	na	105	64	113	137	76	145	175	146	114
RTL9	na	0	1	0	1	3	2	3	4	3
PPP1R15B	na	3202	2637	3829	5213	3617	5139	4957	4274	3953
FAM222A	na	52	49	45	97	63	68	97	77	79
A2ML1	na	0	0	2	2	0	0	0	0	0
DGKB	na	12	10	11	22	17	22	132	96	118
ATXN2L	na	1160	1374	1085	1496	2352	1577	1415	1374	1117
SIN3A	na	946	1010	953	1408	1375	1243	1099	974	849
SIRT3	na	246	239	315	445	358	470	451	348	391
KDM4C	na	749	647	783	1405	1256	1483	1374	1140	988
STPG1	na	101	80	131	165	134	163	152	139	137
COX18	na	482	395	540	881	562	767	952	785	743
CCL20	na	0	0	0	0	0	0	0	0	0
NIPAL3	na	363	310	460	704	592	715	802	612	570
CRACR2A	na	2	3	0	2	0	0	1	4	0
ABCC6	na	14	2	4	68	61	74	57	48	57
RCAN3AS	na	3	2	1	8	4	1	8	2	4
CCDC168	na	6	9	10	6	5	5	2	5	3
WDSUB1	na	259	236	322	224	172	228	196	151	134
NUDT1	na	378	318	505	429	316	416	452	339	339
NKAIN3	na	72	83	89	85	100	103	81	66	64
ATRIP	na	23	24	42	33	31	50	52	45	35
ACTN1	na	1889	1838	2173	3708	3743	3714	2207	1955	1688
POGLUT2	na	77	61	118	109	69	105	105	103	96
COX4I1	na	4765	3685	5802	7923	5288	7909	7813	6824	6059
ST3GAL3	na	72	85	80	148	151	126	135	108	104
LIMCH1	na	270	290	351	132	110	116	76	63	53
SEPTIN10	na	2115	1890	2417	3241	2302	3141	2639	2073	2037
ACYP1	na	165	146	207	270	154	218	184	142	205
RDX	na	3336	2541	3462	4953	3180	4456	4550	3747	3334
CEP57L1	na	620	457	772	740	584	733	768	596	596
ENTPD6	na	700	594	840	1386	1048	1370	1193	992	953
CAMK2D	na	0	3	1	30	13	37	0	1	2
TMTC1	na	9	11	7	21	20	22	1	0	2
TXNDC15	na	769	599	862	1049	718	985	1042	815	794
ADGRL2	na	3967	4002	4849	6117	4863	5963	4683	3838	3499
DDX31	na	551	529	669	941	683	911	937	760	676
NHLRC4	na	9	13	10	34	58	36	51	47	54
ZBTB44	na	602	612	668	553	433	600	457	464	351
PUF60	na	228	145	196	317	238	690	280	419	323
SRPK2	na	926	819	1017	1638	1254	1442	1253	1033	992
AGER	na	1	0	0	0	0	0	0	0	1
SFXN2	na	313	265	368	569	457	589	474	438	411
MTRR	na	531	508	583	1147	802	1090	1048	946	780
TCP11	na	4	2	3	10	9	8	4	3	3
COMMD4P1	na	3	2	0	4	0	2	2	3	3
TBILA	na	0	1	0	5	6	8	0	1	2
UBXN2B	na	552	435	571	628	544	606	484	413	405
FAM92A	na	600	447	708	833	513	778	869	730	686
LCORL	na	379	336	442	806	495	645	546	519	425
FANCL	na	564	601	684	622	528	631	751	654	545
MIR6731	na	0	0	2	2	0	2	2	3	1
RSRP1	na	631	596	970	1018	727	1149	1006	1022	928
ZNF25	na	459	378	529	554	439	516	528	389	389
UNC13B	na	749	641	783	1090	1007	1132	916	735	712
RABL2B	na	149	137	175	242	179	301	221	176	180
CMC2	na	912	775	1025	1538	1080	1504	1786	1476	1435
EPB41L2	na	1221	1198	1434	2107	1976	1995	1495	1276	1141
FLCN	na	302	244	398	707	576	709	589	451	423
NAT1	na	88	79	123	166	112	161	164	127	115
INPP4A	na	778	828	1014	965	861	1019	848	762	603
CEP63	na	288	268	320	569	406	518	411	353	348
MYCN	na	0	1	0	0	0	0	0	0	0
MTFR1L	na	391	350	508	520	409	535	599	458	467
LOC646471	na	31	26	40	38	13	34	30	23	26
FLOT2	na	1158	981	1382	1728	1708	1733	1353	1211	1078
GRAP2	na	1	0	1	0	1	0	0	2	3
MIR3917	na	1	0	0	0	0	1	0	0	1
GSS	na	1290	949	1516	1592	1135	1552	1398	1170	1114
HPS1	na	302	233	343	574	536	606	529	410	356
TASP1	na	198	195	212	395	299	363	421	334	319
PSG1	na	3	0	2	0	0	0	0	1	0
FAM126B	na	426	388	531	586	545	627	1094	917	795
ATL3	na	4033	3500	4721	5125	3570	5084	4969	3714	3579
FXYD3	na	2	1	1	2	1	4	3	3	2
C1orf232	na	1	0	0	0	0	1	2	0	0
RPL24	na	6783	4846	8044	11678	6585	11092	10967	9160	8485
RPL17	na	309	169	356	556	250	522	497	365	370
RPL23A	na	9098	6649	11239	14004	7784	13164	15854	13920	11650
APP	na	4623	3876	4824	7748	6646	7451	6740	5785	5179
SEZ6L	na	0	0	0	0	0	0	0	0	0
SLC8A3	na	0	0	0	0	0	0	0	0	0
ZNF148	na	1300	1231	1495	1812	1346	1838	1628	1323	1163
SLC6A9	na	160	149	186	407	333	402	235	233	192
DUS4L	na	59	45	85	131	72	112	114	91	81
PCDHB16	na	10	10	13	5	12	7	9	8	7
PPP4R4	na	1	1	15	1	1	2	3	6	0
MTAP	na	1828	1456	1827	8222	6204	8205	7499	6258	5828
MSX1	na	41	27	63	73	43	39	104	114	95
CDC25B	na	1042	1110	1135	1233	1402	1228	1302	1213	996
IL1R1	na	350	413	442	406	352	401	249	231	185
FAM126A	na	571	481	695	975	696	895	989	734	767
ICA1L	na	233	200	323	285	196	299	391	276	300
LOC101928728	na	35	37	53	67	60	48	70	45	39
RHOH	na	2	2	1	2	0	0	0	0	0
OAZ2	na	416	350	417	522	452	522	486	416	357
TPM1	na	425	310	496	687	384	547	506	354	332
BRD2	na	59	78	67	161	67	132	46	105	77
ADAMTSL3	na	4	3	3	1	0	1	1	0	2
DDX24	na	230	61	204	138	262	248	152	115	124
ARHGAP12	na	729	592	842	928	707	817	1336	1116	1030
PITRM1	na	2624	2358	3278	5790	4506	5982	4546	3748	3442
BNIP2	na	1383	1049	1447	2192	1326	1908	1741	1319	1265
RAPGEF1	na	807	799	877	1578	1484	1615	1469	1272	1085
TMEM121B	na	15	17	19	11	17	6	26	21	18
SAMD1	na	842	662	1037	1624	949	1329	1467	1234	1117
KLC4	na	87	88	127	93	130	106	71	74	67
ACTG1P20	na	80	92	95	96	98	118	101	90	92
RAB7A	na	832	680	782	1476	1326	1390	1323	1225	986
SEMA3B	na	53	48	49	77	88	59	44	43	30
MAPKAPK3	na	1398	1211	1752	2553	1664	2654	2796	2436	2152
DAP3	na	2438	1906	2999	4045	2944	4131	3855	3379	3162
LRP8	na	752	781	876	1752	1449	1785	1350	1127	927
CABP1	na	9	8	1	12	11	3	8	8	3
ZNF320	na	16	5	3	1	0	2	4	2	0
DST	na	4639	4806	5180	8570	7160	8581	5748	4871	4477
DISC1	na	6	9	8	2	8	4	7	5	2
B3GALNT1	na	463	354	502	560	303	605	585	471	442
VPS37A	na	595	618	719	1107	876	1007	1010	842	783
MXD3	na	232	179	262	462	361	333	390	334	278
MED16	na	369	389	452	394	381	354	399	360	250
IKBKE	na	292	250	332	1066	969	1181	986	905	788
ALG13	na	350	327	442	512	372	523	579	474	474
SCARNA1	na	37	23	35	45	30	56	36	29	29
ANKRD11	na	1628	1517	1870	2277	2658	2512	2253	2043	1775
CYTOR	na	334	279	382	512	360	557	863	812	671
HDAC2	na	4435	3716	5008	10355	6756	9488	8543	6966	6350
NEK4	na	1383	1110	1636	2194	1469	2021	2040	1702	1501
PTK2	na	1548	1454	1829	3035	2632	2814	2590	2154	1905
CADPS2	na	1	0	0	0	0	0	0	0	0
TIMM23B	na	108	106	124	175	126	173	191	155	134
SMUG1	na	350	274	462	459	383	487	570	499	482
TRPM3	na	0	0	0	0	0	0	0	3	0
CDKN2B-AS1	na	58	63	70	115	121	111	126	88	82
DNAJC8	na	2020	1512	2343	3213	2045	2950	3024	2570	2322
OAZ3	na	13	6	18	32	15	20	16	14	21
SDF4	na	1403	1198	1635	2221	1679	2244	2048	1715	1520
HEMK1	na	239	202	301	350	327	394	275	269	249
UBAC1	na	480	427	624	878	639	788	852	705	603
NSA2	na	1644	1243	1979	2690	1454	2262	2649	2104	1998
CAMTA1	na	271	185	257	374	257	374	389	317	295
DOK7	na	0	0	2	4	1	6	1	0	1
ADORA1	na	75	77	97	156	119	138	148	123	120
ATP23	na	3	2	1	3	25	5	2	0	1
RAB27A	na	109	126	154	188	173	166	257	214	195
IKZF3	na	1	3	3	1	2	1	7	15	9
UBE2W	na	828	681	986	933	615	945	1197	894	828
SNORA73A	na	4611	3557	6579	7815	4727	10104	6811	5276	4788
SNORA73B	na	3546	2780	4723	5292	3474	7681	4694	3480	3146
STAT6	na	1586	1310	1891	2105	1802	2139	2159	1895	1704
PARP4	na	2830	2486	3292	3917	3171	3671	3897	3221	3045
GOLGA8N	na	0	0	0	9	2	0	1	0	1
TRNAU1AP	na	344	264	416	554	416	584	461	344	364
TIMM9	na	202	158	214	344	232	347	399	306	290
PTGR2	na	280	202	313	439	313	397	507	370	372
FBXL2	na	153	128	189	341	299	316	298	213	264
SNORA44	na	6	2	5	3	6	6	10	6	5
SNORA16A	na	77	44	92	94	55	141	143	111	70
ZNF670	na	249	215	299	308	192	295	311	266	218
LINC01715	na	90	72	114	142	67	114	127	94	67
STAU1	na	1391	1318	1490	2204	2034	2180	2174	1849	1648
TIAM1	na	144	146	158	416	316	340	293	261	252
NARF	na	343	243	336	575	566	560	560	402	373
PLEKHM1	na	1	0	3	2	7	2	10	0	0
VWA7	na	1	0	0	1	0	1	1	1	0
DMAC1	na	844	645	1113	1892	928	1838	2000	1562	1474
CNTLN	na	840	729	982	992	770	905	1103	734	777
FAM219A	na	258	221	303	608	583	555	606	527	517
C4orf33	na	202	160	246	296	226	239	370	290	310
FBXO9	na	1013	820	1163	1385	1020	1449	1537	1278	1090
UBE2C	na	1432	1029	1836	2245	1331	1986	2078	1926	1623
STIM1	na	278	257	387	489	447	488	432	397	338
GAPVD1	na	1979	1763	2303	2946	2522	3034	3022	2533	2303
ADCYAP1R1	na	0	0	0	0	0	0	0	0	1
TPM3	na	12163	9457	14372	21189	12963	19034	18881	15651	14378
SLC26A5	na	2	3	0	1	2	0	0	1	0
JOSD1	na	1321	1051	1627	2553	1830	2634	2310	1884	1747
ENDOU	na	1	0	1	0	0	0	3	0	0
BFSP1	na	13	20	18	87	56	63	15	8	13
OTOA	na	0	0	0	2	0	2	0	0	0
CHN1	na	459	366	461	348	203	260	370	260	268
ASPM	na	6953	5966	7582	15016	11573	14527	11176	9867	8392
ZNF226	na	569	448	728	593	471	638	582	457	533
MATN1-AS1	na	34	29	42	64	68	81	68	51	44
AMFR	na	2530	1988	2972	4018	3134	4226	3306	2784	2595
LINC01778	na	0	1	0	1	0	2	0	0	0
VPS52	na	3	2	1	7	0	2	2	5	1
ZNF717	na	317	317	449	459	545	571	483	425	420
DCP1A	na	994	997	1243	1417	1152	1420	1124	1069	914
SNORD103C	na	6	4	2	12	12	8	12	10	14
N4BP2L1	na	17	14	15	32	17	20	49	52	46
LCP1	na	16	17	16	26	19	20	11	13	11
WDR25	na	56	62	88	103	92	126	121	81	80
STING1	na	1	2	1	2	0	2	1	0	1
HLTF	na	3552	2659	4065	7468	4509	6880	6584	5140	5092
LINC01226	na	0	0	0	0	0	0	0	0	0
ABHD18	na	268	294	369	482	283	473	504	419	442
ATP8A1	na	609	614	604	1622	1323	1578	3941	3311	2931
TMEM39A	na	562	480	663	893	581	860	718	665	598
TMEM170B	na	238	174	287	372	339	440	212	160	196
GOSR1	na	683	655	823	998	784	981	1108	901	839
BEST1	na	6	1	11	6	11	2	5	6	8
ASNS	na	46	21	54	42	22	48	32	44	41
CNTROB	na	792	674	998	1568	1139	1505	1184	993	922
MIR4254	na	0	0	0	0	0	1	0	1	1
SLC39A8	na	2725	2300	3447	182	130	174	360	322	276
SPOCD1	na	57	51	90	74	98	69	122	94	88
SLC39A7	na	118	101	201	220	155	229	264	210	186
CLIP1	na	2099	1876	2703	1957	1548	1938	2413	1966	1828
TACC1	na	780	755	876	1583	1169	1311	1217	989	836
FBXL16	na	175	180	158	364	520	348	339	352	242
TMEM150A	na	102	107	157	226	174	226	221	192	168
TMEM39B	na	181	177	192	293	246	307	278	225	222
C11orf54	na	438	330	531	458	356	479	462	349	379
TNPO1	na	9358	7596	10947	14165	8168	13896	14245	11434	10632
MIR5585	na	0	2	0	1	4	3	3	0	1
QRICH1	na	1646	1434	2045	2396	1908	2359	2345	2065	1715
SRPX	na	100	78	136	65	48	41	34	36	36
SMC1A	na	3387	3054	4021	3007	2539	2931	5569	4598	4192
JUP	na	591	636	654	1173	1742	1210	1651	1615	1445
GPN3	na	494	395	604	567	351	606	640	522	527
SLC25A24	na	1177	959	1440	1430	954	1232	562	458	390
MTMR9LP	na	56	40	53	344	344	323	155	154	127
RWDD2A	na	71	71	119	174	135	173	131	98	90
TBC1D14	na	1290	1145	1666	2404	1757	2522	2210	1920	1732
DGUOK	na	524	393	652	1025	654	943	1090	992	850
GPR108	na	271	214	337	446	391	472	525	438	410
CALU	na	2369	1839	2663	2371	1482	2136	3417	2804	2446
FAM89B	na	322	249	377	504	379	488	579	589	537
RPP14	na	161	143	185	309	210	283	357	271	335
SLC39A4	na	0	0	1	5	9	5	2	3	0
FDFT1	na	1087	878	1345	2822	2139	2791	2273	1716	1609
LRTOMT	na	110	70	122	148	138	148	135	119	113
IAH1	na	0	1	1	0	2	1	3	0	0
INKA1	na	19	9	18	70	33	55	61	52	54
GOLGA8Q	na	1	0	0	2	0	1	0	0	0
COX7A2	na	2866	2123	3565	5079	2674	4989	4909	3906	3605
SPOCK3	na	0	0	0	1	0	1	1	1	0
CABYR	na	101	88	135	167	143	164	194	192	139
BCL2L12	na	539	440	635	685	466	639	713	640	537
S100PBP	na	842	724	1047	1185	918	1252	1311	1010	1047
KIDINS220	na	1228	1119	1372	1645	1437	1671	1820	1414	1440
FAM133B	na	710	511	792	877	520	733	695	530	520
ZNF154	na	1	0	0	1	0	1	0	0	0
TTC23	na	209	189	274	322	246	303	339	270	257
DHFR	na	2086	1608	2461	2942	1739	2702	2970	2402	2103
MTRF1L	na	366	254	384	471	279	383	416	311	289
SSTR3	na	0	0	0	1	1	0	0	0	4
FXN	na	364	339	406	524	329	504	535	433	399
SLC4A10	na	0	0	0	1	1	1	0	0	0
ADTRP	na	0	1	0	0	0	0	0	0	0
PLEKHH1	na	564	536	556	853	1003	990	669	550	510
USP39	na	1420	1339	1795	2715	1837	2572	2550	2245	1915
APBB2	na	261	276	351	457	303	436	443	282	320
TSACC	na	15	12	32	26	22	34	32	26	32
YPEL1	na	16	13	15	16	15	25	3	4	6
PHACTR1	na	0	0	0	0	1	0	1	0	0
MORF4L2	na	3406	2662	4160	5238	3616	4817	5050	4242	3949
MIR31HG	na	25	9	9	175	136	112	151	139	105
CASC2	na	31	42	58	49	42	62	50	35	39
MAP7	na	437	362	475	627	628	780	776	636	589
EPHB6	na	6	1	2	3	6	3	10	10	13
PMS1	na	925	857	1350	844	640	867	834	657	635
TRIM62	na	80	71	84	117	173	132	178	131	142
SNAPC2	na	481	419	628	865	644	864	817	723	670
CCL3	na	1	2	0	3	3	1	3	3	3
SLC28A1	na	1	0	0	6	5	5	2	2	2
MIR3605	na	2	4	1	5	5	11	4	3	3
CIB1	na	464	364	535	1060	811	1003	1074	869	745
ZSCAN31	na	88	75	106	132	97	111	80	73	75
NRG4	na	15	12	15	54	46	47	111	108	84
SLC10A7	na	91	91	116	190	137	180	218	179	139
TMEM222	na	324	279	486	467	378	463	571	518	432
KIRREL2	na	21	20	17	110	110	117	92	63	55
PWWP2B	na	248	255	328	427	410	424	414	405	364
ZNF655	na	1088	852	1323	1478	1052	1414	1379	1048	1053
CCDC167	na	113	103	145	241	178	260	268	220	239
TAS2R4	na	7	5	7	1	6	5	5	5	1
TAS2R3	na	1	10	6	1	8	15	5	11	5
CHADL	na	1	1	2	1	2	0	0	1	0
PSMD5	na	1809	1584	2182	2361	1678	2249	2495	2017	1841
IFITM1	na	7	7	7	22	37	18	70	68	77
HEATR3	na	941	783	1140	1251	810	1337	1448	1243	1206
ZNF687	na	743	633	801	1110	991	975	922	857	696
ST3GAL4	na	161	156	160	236	192	232	247	209	178
SMIM12	na	558	414	693	970	707	1042	903	781	741
LOC653160	na	28	43	45	24	36	39	33	30	26
LPIN1	na	745	667	936	1170	932	1212	1233	996	949
ZMYM1	na	1063	950	1329	1246	1013	1227	1295	1072	1053
HAGLR	na	8	11	5	43	42	32	9	12	9
RGS20	na	180	120	218	171	56	92	213	121	102
PRKACB	na	389	367	436	470	369	425	481	393	360
CD163L1	na	1	1	2	0	0	1	2	0	1
ZMYM4-AS1	na	0	1	1	1	0	0	0	0	0
NFATC4	na	7	4	8	67	109	64	39	45	42
ARHGAP44	na	135	117	141	286	246	246	195	151	143
NELFCD	na	1928	1520	2177	2610	1755	2512	2764	2144	1854
HINFP	na	271	217	319	410	280	340	348	319	284
PLEKHH3	na	587	540	739	1035	815	809	707	669	561
C1orf216	na	398	347	555	407	322	485	510	508	476
DCTN2	na	999	846	1221	1844	1587	1853	1574	1268	1265
STMN4	na	0	0	0	0	0	0	0	0	0
PRMT5	na	2337	2038	2933	3783	2659	3767	4106	3394	2985
PRKAA1	na	2541	1931	2753	3259	1984	3047	3022	2372	2178
VMO1	na	10	11	9	15	7	14	10	3	7
HK3	na	1	1	0	1	1	1	2	2	1
PAX6	na	29	24	39	33	29	18	18	9	12
HDLBP	na	15904	14167	20164	19018	14734	18682	15246	13086	11771
RECQL5	na	237	239	278	438	400	457	372	391	340
SUPT5H	na	2110	1630	2401	2814	2295	3080	2694	2432	2184
CREM	na	334	275	403	804	526	725	1161	1133	1110
ATG13	na	513	487	687	853	731	876	965	847	771
CNEP1R1	na	453	392	503	586	369	572	514	431	451
TSPAN15	na	17	14	19	34	33	33	33	31	16
SH3D21	na	286	270	283	577	665	551	420	398	276
EPB41L3	na	0	0	1	0	0	1	0	0	0
MAPT	na	1	4	5	6	4	5	4	3	2
SNORA63C	na	1	0	3	0	0	0	0	1	3
CCDC186	na	215	145	169	687	518	624	622	613	526
OSBPL9	na	890	705	989	1324	1028	1385	1056	916	804
ARRB1	na	271	274	368	365	279	391	443	360	298
ZNF774	na	36	28	28	75	78	53	62	57	35
MYOM2	na	8	7	8	19	23	17	15	16	9
TECPR2	na	312	277	402	524	490	577	419	397	404
LINC01137	na	10	7	8	11	13	15	8	8	11
MIER3	na	1147	958	1301	1423	1030	1509	1338	1152	1043
TNXB	na	0	2	3	2	5	1	0	3	1
MIR6732	na	3	2	0	3	0	3	2	0	2
BCL6	na	37	33	58	82	90	90	50	56	40
CNN3	na	1744	1497	2220	2786	1789	2438	2281	2023	1744
MIR5581	na	6	7	8	8	11	12	18	13	7
SCAMP2	na	317	277	339	526	371	462	476	411	364
GNL2	na	1998	1664	2299	2719	1715	2675	2890	2279	2019
TIPARP	na	545	388	602	406	257	385	351	296	307
EGFL6	na	2	1	2	0	0	0	0	1	0
MR1	na	485	355	581	537	452	558	634	600	615
BAG4	na	1160	1015	1372	1655	1109	1529	1469	1241	1114
BACH2	na	1	2	1	13	20	11	24	16	16
DNAJB2	na	441	420	714	558	532	719	582	496	465
TNFRSF11A	na	16	12	11	8	3	5	2	3	2
C19orf48	na	1722	1469	2042	2576	1807	2543	2857	2563	2106
GPR135	na	128	118	129	171	164	151	189	150	151
NDST4	na	0	0	0	1	0	1	1	0	0
GPRASP2	na	0	0	1	0	1	1	2	0	1
SLC12A1	na	1	0	0	6	2	3	5	3	3
ZNF124	na	398	320	506	566	310	539	566	418	364
AKR1C1	na	89	86	106	70	76	52	72	75	53
DBP	na	213	162	290	329	343	367	308	293	266
CDKL1	na	186	188	241	384	221	318	283	201	197
TNFRSF18	na	1	0	1	1	1	0	1	0	0
EPHA10	na	167	121	197	359	257	335	172	110	102
MANEAL	na	527	464	707	783	566	825	740	520	528
P2RX5	na	0	1	2	5	2	2	4	4	1
C9orf72	na	249	205	278	337	214	262	304	257	225
GART	na	2026	1637	2477	2517	1655	2551	2633	2272	1943
USP28	na	762	674	960	891	739	908	821	703	702
PSD3	na	547	537	628	615	533	475	588	559	498
PIAS1	na	555	660	728	731	681	693	794	683	614
GNAS	na	5610	5242	6825	9327	8321	9081	7561	6107	5654
AGAP6	na	8	11	17	27	20	20	22	23	23
ITGAX	na	0	1	0	2	1	0	0	0	0
SLMAP	na	1080	893	1224	2109	1440	1960	1551	1396	1283
TCL1B	na	2	1	0	1	1	1	6	4	5
C1QTNF6	na	40	29	45	29	20	34	43	25	20
PPP4R3B	na	1696	1377	1985	2117	1515	2121	2325	1785	1678
L3MBTL4	na	54	64	59	69	72	70	139	116	130
RNF144A	na	371	391	452	414	436	420	321	292	270
SLC37A3	na	615	581	797	639	449	620	1082	949	792
ALKBH5	na	1607	1381	2073	2326	1785	2361	2539	2197	1929
NSUN2	na	2751	2220	3119	4138	2751	4195	4378	3624	3152
DLG4	na	295	254	277	493	535	485	557	553	395
SMAD2	na	1391	1287	1562	2046	1527	2003	1956	1509	1442
LOC105378663	na	1	10	6	9	8	9	5	6	9
TBC1D3L	na	0	1	2	1	5	1	0	0	3
FGD1	na	438	478	538	647	774	687	671	589	528
SMAD1	na	340	269	421	627	356	561	671	549	512
CAMK2G	na	756	700	856	1012	831	1072	813	650	566
RASL10A	na	0	5	1	5	4	0	2	5	2
MMS19	na	891	898	1251	1409	1286	1621	1516	1382	1214
XRCC6	na	10776	8221	12949	16605	10436	15961	16563	13146	11939
OXCT2P1	na	6	0	1	0	3	1	2	3	3
PPIEL	na	14	21	12	40	39	59	32	32	30
EML1	na	616	572	775	1242	892	1204	1181	877	922
WDR60	na	302	302	323	200	161	188	389	287	303
ZDHHC18	na	544	460	655	738	650	760	684	672	584
PABPC4-AS1	na	1	1	1	3	1	1	1	1	0
SNORA55	na	19	14	27	40	15	48	32	26	30
LIMD2	na	29	29	32	43	43	34	30	42	21
CXCL11	na	4	4	4	2	5	1	4	3	1
NCK1	na	516	485	640	838	531	742	697	642	588
PPIE	na	631	519	762	985	714	1029	1044	837	774
NPL	na	218	177	284	222	144	228	249	201	225
ECEL1	na	3	5	4	2	0	1	0	0	0
LOC101929536	na	6	5	8	7	9	10	10	8	9
TRIT1	na	541	489	670	1011	745	1024	973	785	750
ZNF627	na	630	484	743	675	482	634	562	453	438
TSPOAP1	na	0	1	0	1	1	3	0	0	1
ASMTL	na	25	35	32	87	50	93	24	35	16
ATF6B	na	52	20	47	1	33	78	36	3	1
OGDHL	na	95	84	115	331	382	314	372	337	243
RAET1G	na	1	4	6	5	7	3	2	0	3
CCDC84	na	587	443	554	1142	652	973	1246	938	871
ZCCHC2	na	218	199	241	338	225	331	298	257	235
ZMYM2	na	2329	2210	2812	3508	3210	3675	3288	2797	2527
TRAF3	na	765	774	944	1515	1185	1575	1446	1319	1128
USH1G	na	19	22	27	40	51	46	53	49	39
ANAPC16	na	1110	814	1330	2178	1278	1959	1955	1401	1486
UBE2Q2	na	980	691	1104	1804	1067	1598	1295	931	890
MOB1B	na	804	936	938	924	880	948	1031	839	732
MCAT	na	274	225	343	454	364	454	460	431	364
PDE8A	na	249	273	307	1055	925	906	728	586	550
WIPF3	na	41	63	53	22	48	24	11	6	11
FAM49B	na	1080	869	1170	1822	1061	1556	1601	1367	1120
NLGN1	na	1069	994	1067	2421	1905	2300	1659	1390	1226
NCOA5	na	724	603	785	991	682	939	1086	803	721
PSMD12	na	2525	1996	2643	3719	2469	3375	3603	2991	2728
NCS1	na	876	702	916	1636	1262	1671	2142	1785	1536
SMAP2	na	376	368	448	636	591	575	1049	978	808
ITGB6	na	1	1	0	0	0	0	1	0	0
SLC26A7	na	1700	1640	1949	1191	1109	1090	2518	2099	1767
WDR46	na	7	8	12	32	25	76	94	124	153
SORCS2	na	0	0	0	1	5	3	1	1	1
NFYC-AS1	na	121	100	175	146	99	146	173	143	136
PXK	na	241	184	266	450	272	422	469	395	360
ANKRD28	na	1479	1128	1542	3013	2060	2652	3443	2865	2574
GAB3	na	1	1	2	7	2	4	0	0	3
WDR83	na	150	112	159	246	139	232	210	199	157
RAB13	na	1369	871	1499	1226	717	1089	1342	1140	1131
SLFNL1-AS1	na	138	144	131	233	231	248	191	181	183
C1orf127	na	2	1	0	12	11	5	12	4	8
STYXL1	na	134	93	159	544	372	531	333	284	318
SCMH1	na	467	490	528	610	636	727	631	634	549
JRK	na	793	784	1066	1272	1096	1296	1300	1089	991
MID1	na	1153	919	1267	982	397	719	817	543	593
COLQ	na	7	16	13	32	40	37	27	23	19
DGKI	na	0	1	0	0	0	0	0	2	0
P2RX7	na	0	0	1	1	0	0	2	1	1
TRPM8	na	0	0	1	0	1	1	2	0	1
FOXJ3	na	1034	904	1077	1276	1046	1317	1176	1023	884
SMG1	na	3546	4428	3607	5253	6112	5598	4466	3868	3287
ZMYND12	na	6	1	3	3	3	3	4	1	3
DOCK9	na	333	331	381	548	470	574	364	327	239
DLG1	na	3402	3062	3826	11110	8791	10580	10295	8076	7740
C3	na	11	7	4	68	34	33	57	69	43
USP21	na	510	459	484	670	679	662	569	520	443
RPS6KB1	na	1655	1520	2012	1525	1018	1385	1604	1228	1154
ADAMTS13	na	29	45	39	70	101	81	47	42	36
SLC28A3	na	0	0	0	0	1	1	0	0	0
COL13A1	na	32	12	19	95	76	70	66	51	41
ZNF326	na	791	750	742	1036	800	930	910	784	694
GATC	na	859	716	1126	992	692	1058	1135	987	884
GIPC1	na	1065	890	1202	2734	1839	2434	2245	1913	1612
SNAP91	na	21	15	24	33	38	27	25	32	23
POLI	na	226	223	283	346	275	327	386	253	269
TIMM8B	na	847	618	1048	1360	753	1342	1403	1178	1090
IFT57	na	718	526	812	1207	728	1146	1203	978	826
ZNF107	na	866	866	948	1141	1047	987	1346	993	960
ZNF691	na	76	123	132	91	148	129	139	148	124
LOC339539	na	1	2	0	1	1	0	1	0	1
TPRA1	na	504	427	578	668	516	736	575	485	461
SLC2A1-AS1	na	3	2	4	11	14	7	6	1	4
IL17RE	na	5	8	11	17	23	13	12	19	21
YPEL4	na	1	1	0	0	1	0	1	0	0
MIR6733	na	1	0	0	2	1	4	2	2	3
ANO6	na	1672	1445	1915	2072	1553	1949	1850	1642	1467
COL11A1	na	15	21	22	3	5	2	11	9	5
PPP1R32	na	16	16	17	30	37	20	19	15	19
VCL	na	9902	8750	10756	17514	14320	17132	17228	15061	14173
CYP26B1	na	2	1	1	9	8	8	2	3	1
GAD1	na	3	5	5	4	4	1	0	1	1
UBQLN2	na	391	479	443	675	826	668	653	600	486
